name,artists,daily_rank,country,snapshot_date,is_explicit,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,popularity
Pehle Bhi Main,"Vishal Mishra, Raj Shekhar",1,IN,2024-04-19,False,250158,0.413,0.406,-10.23,0.0353,0.768,2.22e-06,0.281,76.944,100
"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Mitraz,2,IN,2024-04-19,False,171147,0.763,0.587,-8.299,0.0381,0.358,6.03e-06,0.794,106.977,98
"Illuminati - From ""Aavesham""","Sushin Shyam, Dabzee, Vinayak Sasikumar",3,IN,2024-04-19,False,212525,0.783,0.817,-5.94,0.124,0.232,3.2e-06,0.553,138.002,96
"Satranga (From ""ANIMAL"")","Arijit Singh, Shreyas Puranik, Siddharth - Garima",4,IN,2024-04-19,False,271169,0.273,0.405,-5.81,0.0298,0.735,0.0,0.534,89.48,94
"Naina (From ""Crew"")","Diljit Dosanjh, Badshah, Raj Ranjodh",5,IN,2024-04-19,False,180000,0.84,0.715,-5.141,0.187,0.176,0.0,0.542,96.98,92
Husn,Anuv Jain,6,IN,2024-04-19,False,217894,0.527,0.376,-9.974,0.0298,0.682,0.0,0.24,151.928,90
Soulmate,"Badshah, Arijit Singh",7,IN,2024-04-19,False,213599,0.747,0.458,-7.354,0.029,0.412,0.0,0.674,98.046,88
Bandana,Shubh,8,IN,2024-04-19,False,154666,0.716,0.718,-5.348,0.148,0.0452,0.0,0.91,89.906,86
"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Raghav, Tanishk Bagchi, Asees Kaur",9,IN,2024-04-19,False,153083,0.814,0.819,-3.585,0.0454,0.124,0.000245,0.661,96.979,84
O Maahi,"Pritam, Arijit Singh, Irshad Kamil",10,IN,2024-04-19,False,233453,0.616,0.669,-6.836,0.0349,0.562,0.0,0.475,116.973,82
Chaleya,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",11,IN,2024-04-19,False,200373,0.575,0.845,-5.28,0.0852,0.393,0.0107,0.439,95.047,80
Tu hai kahan,AUR,12,IN,2024-04-19,False,263184,0.708,0.356,-9.738,0.075,0.437,6.54e-05,0.569,83.679,78
Heeriye (feat. Arijit Singh),"Jasleen Royal, Arijit Singh, Harrykahanhai",13,IN,2024-04-19,False,194857,0.728,0.494,-9.628,0.0256,0.516,0.00384,0.558,105.007,76
One Love,Shubh,14,IN,2024-04-19,False,159222,0.848,0.512,-7.757,0.118,0.284,0.00645,0.881,144.926,74
Gulabi Sadi,"Sanju Rathod, G-SPXRK",15,IN,2024-04-19,False,223347,0.568,0.616,-6.968,0.107,0.445,4.42e-05,0.61,127.95,72
Ve Haaniyaan,"Danny, Avvy Sra, Sagar",16,IN,2024-04-19,False,240000,0.786,0.54,-5.622,0.0264,0.824,4.31e-05,0.82,108.032,70
Apna Bana Le,"Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",17,IN,2024-04-19,False,261702,0.586,0.562,-7.399,0.0267,0.803,5.52e-06,0.436,93.982,68
Cheques,Shubh,18,IN,2024-04-19,False,183756,0.742,0.627,-8.939,0.0533,0.262,1.23e-05,0.356,89.998,66
"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")","Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",19,IN,2024-04-19,False,246988,0.468,0.658,-7.6,0.0668,0.81,0.0333,0.534,87.607,64
"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")","Vishal Mishra, Rashmeet Kaur",20,IN,2024-04-19,False,223390,0.578,0.444,-11.447,0.0644,0.44,0.0,0.36,76.032,62
God Damn,"Badshah, Karan Aujla, Hiten",21,IN,2024-04-19,False,167234,0.578,0.796,-6.247,0.188,0.0449,0.0,0.315,93.402,60
9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",22,IN,2024-04-19,False,117606,0.796,0.455,-7.763,0.0997,0.637,3.59e-06,0.352,99.958,58
410,"Sidhu Moose Wala, Sunny Malton, Offgrid",23,IN,2024-04-19,False,234893,0.716,0.878,-3.802,0.277,0.107,0.0,0.383,94.158,56
"Katchi Sera - From ""Think Indie""",Sai Abhyankkar,24,IN,2024-04-19,False,181818,0.765,0.642,-8.48,0.115,0.243,0.00104,0.822,148.465,54
Asal Mein,Darshan Raval,25,IN,2024-04-19,False,224240,0.656,0.551,-6.43,0.0299,0.721,1.26e-06,0.329,114.106,52
Sadqay,"Aashir Wajahat, NAYEL, Nehaal Naseem",26,IN,2024-04-19,False,154455,0.747,0.535,-8.151,0.0454,0.119,0.611,0.479,101.055,50
King Shit,Shubh,27,IN,2024-04-19,False,226933,0.794,0.566,-8.35,0.0602,0.301,0.000168,0.68,85.953,48
Manjha,Vishal Mishra,28,IN,2024-04-19,False,191647,0.524,0.515,-7.478,0.0427,0.674,0.0,0.368,169.882,46
Maan Meri Jaan,King,29,IN,2024-04-19,False,194653,0.698,0.505,-8.242,0.0356,0.354,0.0,0.396,95.868,44
Malang Sajna,"Sachet Tandon, Parampara Tandon, Kumaar, Sachet-Parampara",30,IN,2024-04-19,False,161041,0.739,0.716,-4.964,0.037,0.232,0.0,0.871,113.943,42
"Kaise Hua (From ""Kabir Singh"")",Vishal Mishra,31,IN,2024-04-19,False,234722,0.385,0.464,-6.975,0.0404,0.452,0.0,0.15,137.839,40
Kinni Kinni,"Diljit Dosanjh, thiarajxtt",32,IN,2024-04-19,False,213344,0.883,0.525,-8.391,0.112,0.517,0.00046,0.608,97.005,38
Softly,"Karan Aujla, Ikky",33,IN,2024-04-19,False,155161,0.735,0.564,-7.786,0.204,0.191,0.0,0.902,92.986,36
"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")","Pritam, Arijit Singh, Shreya Ghoshal, Amitabh Bhattacharya",34,IN,2024-04-19,False,277500,0.271,0.726,-6.504,0.0527,0.586,0.0,0.532,87.425,34
Aam Jahe Munde,"Parmish Verma, PARDHAAN",35,IN,2024-04-19,False,207838,0.876,0.575,-6.044,0.135,0.308,0.0,0.716,91.989,32
Yimmy Yimmy,"Tayc, Shreya Ghoshal, Rajat Nagpal, Jacqueline Fernandez",36,IN,2024-04-19,False,211869,0.617,0.715,-5.003,0.101,0.254,9.07e-06,0.495,94.871,30
"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Sachin-Jigar, Raghav Chaitanya, Varun Jain, Indraneel",37,IN,2024-04-19,False,264089,0.612,0.595,-6.356,0.0331,0.68,1.11e-06,0.435,99.991,28
Mahiye Jinna Sohna,Darshan Raval,38,IN,2024-04-19,False,181250,0.567,0.54,-5.754,0.0406,0.736,3.17e-05,0.331,92.027,26
"Hua Main (From ""ANIMAL"")","Raghav Chaitanya, Manoj Muntashir, Pritam",39,IN,2024-04-19,False,277021,0.371,0.664,-5.027,0.0318,0.566,2.54e-05,0.672,187.629,24
Mannat,"Darshan Raval, Prakriti Kakar",40,IN,2024-04-19,False,159600,0.637,0.721,-5.625,0.0465,0.252,0.0,0.308,99.995,22
"Ishq - From ""Lost;Found""","Faheem Abdullah, Rauhan Malik",41,IN,2024-04-19,False,228639,0.383,0.547,-8.862,0.0275,0.423,0.0466,0.236,95.068,20
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",42,IN,2024-04-19,False,266075,0.556,0.552,-5.875,0.0373,0.531,0.0,0.531,100.051,18
Tum Se Hi,"Pritam, Mohit Chauhan",43,IN,2024-04-19,False,321225,0.609,0.538,-7.842,0.0273,0.328,0.0,0.608,130.015,16
"Marham (Pehle Bhi Main) [From ""ANIMAL""]","Vishal Mishra, Raj Shekhar",44,IN,2024-04-19,False,113264,0.407,0.186,-9.031,0.0371,0.93,0.0,0.511,99.772,14
Saari Duniya Jalaa Denge,"Jaani, B Praak",45,IN,2024-04-19,False,182348,0.515,0.475,-9.661,0.0351,0.782,0.0,0.674,81.835,12
Sang Rahiyo,Jasleen Royal,46,IN,2024-04-19,False,213288,0.634,0.529,-11.374,0.0248,0.794,0.0002,0.409,94.014,10
Hass Hass,"Diljit Dosanjh, Sia, Greg Kurstin",47,IN,2024-04-19,False,153016,0.726,0.804,-4.775,0.078,0.0348,5.59e-06,0.644,90.983,8
Tera Hone Laga Hoon,"Atif Aslam, Alisha Chinai, Pritam",48,IN,2024-04-19,False,299827,0.686,0.771,-5.33,0.0303,0.545,0.0,0.551,119.981,6
"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh, Mithoon",49,IN,2024-04-19,False,284779,0.427,0.396,-7.556,0.0366,0.736,0.0,0.306,70.368,4
Shayad,"Pritam, Arijit Singh",50,IN,2024-04-19,False,247941,0.483,0.468,-7.642,0.0341,0.784,0.0,0.319,135.875,2
Pehle Bhi Main,"Vishal Mishra, Raj Shekhar",1,IN,2024-04-18,False,250158,0.413,0.406,-10.23,0.0353,0.768,2.22e-06,0.281,76.944,100
"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Mitraz,2,IN,2024-04-18,False,171147,0.763,0.587,-8.299,0.0381,0.358,6.03e-06,0.794,106.977,98
"Illuminati - From ""Aavesham""","Sushin Shyam, Dabzee, Vinayak Sasikumar",3,IN,2024-04-18,False,212525,0.783,0.817,-5.94,0.124,0.232,3.2e-06,0.553,138.002,96
Husn,Anuv Jain,4,IN,2024-04-18,False,217894,0.527,0.376,-9.974,0.0298,0.682,0.0,0.24,151.928,94
"Satranga (From ""ANIMAL"")","Arijit Singh, Shreyas Puranik, Siddharth - Garima",5,IN,2024-04-18,False,271169,0.273,0.405,-5.81,0.0298,0.735,0.0,0.534,89.48,92
"Naina (From ""Crew"")","Diljit Dosanjh, Badshah, Raj Ranjodh",6,IN,2024-04-18,False,180000,0.84,0.715,-5.141,0.187,0.176,0.0,0.542,96.98,90
Bandana,Shubh,7,IN,2024-04-18,False,154666,0.716,0.718,-5.348,0.148,0.0452,0.0,0.91,89.906,88
Soulmate,"Badshah, Arijit Singh",8,IN,2024-04-18,False,213599,0.747,0.458,-7.354,0.029,0.412,0.0,0.674,98.046,86
"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Raghav, Tanishk Bagchi, Asees Kaur",9,IN,2024-04-18,False,153083,0.814,0.819,-3.585,0.0454,0.124,0.000245,0.661,96.979,84
Tu hai kahan,AUR,10,IN,2024-04-18,False,263184,0.708,0.356,-9.738,0.075,0.437,6.54e-05,0.569,83.679,82
Chaleya,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",11,IN,2024-04-18,False,200373,0.575,0.845,-5.28,0.0852,0.393,0.0107,0.439,95.047,80
O Maahi,"Pritam, Arijit Singh, Irshad Kamil",12,IN,2024-04-18,False,233453,0.616,0.669,-6.836,0.0349,0.562,0.0,0.475,116.973,78
Heeriye (feat. Arijit Singh),"Jasleen Royal, Arijit Singh, Harrykahanhai",13,IN,2024-04-18,False,194857,0.728,0.494,-9.628,0.0256,0.516,0.00384,0.558,105.007,76
One Love,Shubh,14,IN,2024-04-18,False,159222,0.848,0.512,-7.757,0.118,0.284,0.00645,0.881,144.926,74
Gulabi Sadi,"Sanju Rathod, G-SPXRK",15,IN,2024-04-18,False,223347,0.568,0.616,-6.968,0.107,0.445,4.42e-05,0.61,127.95,72
God Damn,"Badshah, Karan Aujla, Hiten",16,IN,2024-04-18,False,167234,0.578,0.796,-6.247,0.188,0.0449,0.0,0.315,93.402,70
Ve Haaniyaan,"Danny, Avvy Sra, Sagar",17,IN,2024-04-18,False,240000,0.786,0.54,-5.622,0.0264,0.824,4.31e-05,0.82,108.032,68
Apna Bana Le,"Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",18,IN,2024-04-18,False,261702,0.586,0.562,-7.399,0.0267,0.803,5.52e-06,0.436,93.982,66
Cheques,Shubh,19,IN,2024-04-18,False,183756,0.742,0.627,-8.939,0.0533,0.262,1.23e-05,0.356,89.998,64
410,"Sidhu Moose Wala, Sunny Malton, Offgrid",20,IN,2024-04-18,False,234893,0.716,0.878,-3.802,0.277,0.107,0.0,0.383,94.158,62
"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")","Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",21,IN,2024-04-18,False,246988,0.468,0.658,-7.6,0.0668,0.81,0.0333,0.534,87.607,60
9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",22,IN,2024-04-18,False,117606,0.796,0.455,-7.763,0.0997,0.637,3.59e-06,0.352,99.958,58
King Shit,Shubh,23,IN,2024-04-18,False,226933,0.794,0.566,-8.35,0.0602,0.301,0.000168,0.68,85.953,56
"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")","Vishal Mishra, Rashmeet Kaur",24,IN,2024-04-18,False,223390,0.578,0.444,-11.447,0.0644,0.44,0.0,0.36,76.032,54
"Katchi Sera - From ""Think Indie""",Sai Abhyankkar,25,IN,2024-04-18,False,181818,0.765,0.642,-8.48,0.115,0.243,0.00104,0.822,148.465,52
Sadqay,"Aashir Wajahat, NAYEL, Nehaal Naseem",26,IN,2024-04-18,False,154455,0.747,0.535,-8.151,0.0454,0.119,0.611,0.479,101.055,50
Malang Sajna,"Sachet Tandon, Parampara Tandon, Kumaar, Sachet-Parampara",27,IN,2024-04-18,False,161041,0.739,0.716,-4.964,0.037,0.232,0.0,0.871,113.943,48
Maan Meri Jaan,King,28,IN,2024-04-18,False,194653,0.698,0.505,-8.242,0.0356,0.354,0.0,0.396,95.868,46
"Marham (Pehle Bhi Main) [From ""ANIMAL""]","Vishal Mishra, Raj Shekhar",29,IN,2024-04-18,False,113264,0.407,0.186,-9.031,0.0371,0.93,0.0,0.511,99.772,44
Asal Mein,Darshan Raval,30,IN,2024-04-18,False,224240,0.656,0.551,-6.43,0.0299,0.721,1.26e-06,0.329,114.106,42
"Kaise Hua (From ""Kabir Singh"")",Vishal Mishra,31,IN,2024-04-18,False,234722,0.385,0.464,-6.975,0.0404,0.452,0.0,0.15,137.839,40
Kinni Kinni,"Diljit Dosanjh, thiarajxtt",32,IN,2024-04-18,False,213344,0.883,0.525,-8.391,0.112,0.517,0.00046,0.608,97.005,38
Aam Jahe Munde,"Parmish Verma, PARDHAAN",33,IN,2024-04-18,False,207838,0.876,0.575,-6.044,0.135,0.308,0.0,0.716,91.989,36
Softly,"Karan Aujla, Ikky",34,IN,2024-04-18,False,155161,0.735,0.564,-7.786,0.204,0.191,0.0,0.902,92.986,34
Manjha,Vishal Mishra,35,IN,2024-04-18,False,191647,0.524,0.515,-7.478,0.0427,0.674,0.0,0.368,169.882,32
Yimmy Yimmy,"Tayc, Shreya Ghoshal, Rajat Nagpal, Jacqueline Fernandez",36,IN,2024-04-18,False,211869,0.617,0.715,-5.003,0.101,0.254,9.07e-06,0.495,94.871,30
"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Sachin-Jigar, Raghav Chaitanya, Varun Jain, Indraneel",37,IN,2024-04-18,False,264089,0.612,0.595,-6.356,0.0331,0.68,1.11e-06,0.435,99.991,28
Mahiye Jinna Sohna,Darshan Raval,38,IN,2024-04-18,False,181250,0.567,0.54,-5.754,0.0406,0.736,3.17e-05,0.331,92.027,26
"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")","Pritam, Arijit Singh, Shreya Ghoshal, Amitabh Bhattacharya",39,IN,2024-04-18,False,277500,0.271,0.726,-6.504,0.0527,0.586,0.0,0.532,87.425,24
"Hua Main (From ""ANIMAL"")","Raghav Chaitanya, Manoj Muntashir, Pritam",40,IN,2024-04-18,False,277021,0.371,0.664,-5.027,0.0318,0.566,2.54e-05,0.672,187.629,22
"Ishq - From ""Lost;Found""","Faheem Abdullah, Rauhan Malik",41,IN,2024-04-18,False,228639,0.383,0.547,-8.862,0.0275,0.423,0.0466,0.236,95.068,20
Tum Se Hi,"Pritam, Mohit Chauhan",42,IN,2024-04-18,False,321225,0.609,0.538,-7.842,0.0273,0.328,0.0,0.608,130.015,18
Saari Duniya Jalaa Denge,"Jaani, B Praak",43,IN,2024-04-18,False,182348,0.515,0.475,-9.661,0.0351,0.782,0.0,0.674,81.835,16
"Tu Mil Gaya (From ""Srikanth"")","Tanishk Bagchi, Jubin Nautiyal, Tulsi Kumar, Shloke Lal",44,IN,2024-04-18,False,269166,0.651,0.604,-7.844,0.0504,0.731,4.28e-06,0.62,145.888,14
Hass Hass,"Diljit Dosanjh, Sia, Greg Kurstin",45,IN,2024-04-18,False,153016,0.726,0.804,-4.775,0.078,0.0348,5.59e-06,0.644,90.983,12
Mannat,"Darshan Raval, Prakriti Kakar",46,IN,2024-04-18,False,159600,0.637,0.721,-5.625,0.0465,0.252,0.0,0.308,99.995,10
"Humdard (From ""Ek Villain"")",Arijit Singh,47,IN,2024-04-18,False,260590,0.575,0.541,-6.45,0.0237,0.759,0.0,0.27,87.022,8
"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon, Parampara Tandon, Sachet-Parampara",48,IN,2024-04-18,False,193355,0.376,0.643,-5.713,0.0411,0.558,0.0,0.646,136.224,6
Lalkara,"Diljit Dosanjh, Intense, Sultaan",49,IN,2024-04-18,False,160500,0.85,0.557,-4.503,0.0431,0.0365,2.08e-06,0.468,96.99,4
Kesariya,"Pritam, Arijit Singh, Amitabh Bhattacharya",50,IN,2024-04-18,False,268164,0.577,0.574,-6.525,0.0278,0.572,0.0,0.436,94.009,2
Pehle Bhi Main,"Vishal Mishra, Raj Shekhar",1,IN,2024-04-17,False,250158,0.413,0.406,-10.23,0.0353,0.768,2.22e-06,0.281,76.944,100
"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Mitraz,2,IN,2024-04-17,False,171147,0.763,0.587,-8.299,0.0381,0.358,6.03e-06,0.794,106.977,98
"Satranga (From ""ANIMAL"")","Arijit Singh, Shreyas Puranik, Siddharth - Garima",3,IN,2024-04-17,False,271169,0.273,0.405,-5.81,0.0298,0.735,0.0,0.534,89.48,96
Husn,Anuv Jain,4,IN,2024-04-17,False,217894,0.527,0.376,-9.974,0.0298,0.682,0.0,0.24,151.928,94
"Illuminati - From ""Aavesham""","Sushin Shyam, Dabzee, Vinayak Sasikumar",5,IN,2024-04-17,False,212525,0.783,0.817,-5.94,0.124,0.232,3.2e-06,0.553,138.002,92
Soulmate,"Badshah, Arijit Singh",6,IN,2024-04-17,False,213599,0.747,0.458,-7.354,0.029,0.412,0.0,0.674,98.046,90
"Naina (From ""Crew"")","Diljit Dosanjh, Badshah, Raj Ranjodh",7,IN,2024-04-17,False,180000,0.84,0.715,-5.141,0.187,0.176,0.0,0.542,96.98,88
Bandana,Shubh,8,IN,2024-04-17,False,154666,0.716,0.718,-5.348,0.148,0.0452,0.0,0.91,89.906,86
"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Raghav, Tanishk Bagchi, Asees Kaur",9,IN,2024-04-17,False,153083,0.814,0.819,-3.585,0.0454,0.124,0.000245,0.661,96.979,84
Tu hai kahan,AUR,10,IN,2024-04-17,False,263184,0.708,0.356,-9.738,0.075,0.437,6.54e-05,0.569,83.679,82
O Maahi,"Pritam, Arijit Singh, Irshad Kamil",11,IN,2024-04-17,False,233453,0.616,0.669,-6.836,0.0349,0.562,0.0,0.475,116.973,80
Chaleya,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",12,IN,2024-04-17,False,200373,0.575,0.845,-5.28,0.0852,0.393,0.0107,0.439,95.047,78
Heeriye (feat. Arijit Singh),"Jasleen Royal, Arijit Singh, Harrykahanhai",13,IN,2024-04-17,False,194857,0.728,0.494,-9.628,0.0256,0.516,0.00384,0.558,105.007,76
One Love,Shubh,14,IN,2024-04-17,False,159222,0.848,0.512,-7.757,0.118,0.284,0.00645,0.881,144.926,74
Gulabi Sadi,"Sanju Rathod, G-SPXRK",15,IN,2024-04-17,False,223347,0.568,0.616,-6.968,0.107,0.445,4.42e-05,0.61,127.95,72
God Damn,"Badshah, Karan Aujla, Hiten",16,IN,2024-04-17,False,167234,0.578,0.796,-6.247,0.188,0.0449,0.0,0.315,93.402,70
Ve Haaniyaan,"Danny, Avvy Sra, Sagar",17,IN,2024-04-17,False,240000,0.786,0.54,-5.622,0.0264,0.824,4.31e-05,0.82,108.032,68
Apna Bana Le,"Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",18,IN,2024-04-17,False,261702,0.586,0.562,-7.399,0.0267,0.803,5.52e-06,0.436,93.982,66
Cheques,Shubh,19,IN,2024-04-17,False,183756,0.742,0.627,-8.939,0.0533,0.262,1.23e-05,0.356,89.998,64
410,"Sidhu Moose Wala, Sunny Malton, Offgrid",20,IN,2024-04-17,False,234893,0.716,0.878,-3.802,0.277,0.107,0.0,0.383,94.158,62
"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")","Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",21,IN,2024-04-17,False,246988,0.468,0.658,-7.6,0.0668,0.81,0.0333,0.534,87.607,60
King Shit,Shubh,22,IN,2024-04-17,False,226933,0.794,0.566,-8.35,0.0602,0.301,0.000168,0.68,85.953,58
9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",23,IN,2024-04-17,False,117606,0.796,0.455,-7.763,0.0997,0.637,3.59e-06,0.352,99.958,56
Sadqay,"Aashir Wajahat, NAYEL, Nehaal Naseem",24,IN,2024-04-17,False,154455,0.747,0.535,-8.151,0.0454,0.119,0.611,0.479,101.055,54
Maan Meri Jaan,King,25,IN,2024-04-17,False,194653,0.698,0.505,-8.242,0.0356,0.354,0.0,0.396,95.868,52
Malang Sajna,"Sachet Tandon, Parampara Tandon, Kumaar, Sachet-Parampara",26,IN,2024-04-17,False,161041,0.739,0.716,-4.964,0.037,0.232,0.0,0.871,113.943,50
"Katchi Sera - From ""Think Indie""",Sai Abhyankkar,27,IN,2024-04-17,False,181818,0.765,0.642,-8.48,0.115,0.243,0.00104,0.822,148.465,48
"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")","Vishal Mishra, Rashmeet Kaur",28,IN,2024-04-17,False,223390,0.578,0.444,-11.447,0.0644,0.44,0.0,0.36,76.032,46
Softly,"Karan Aujla, Ikky",29,IN,2024-04-17,False,155161,0.735,0.564,-7.786,0.204,0.191,0.0,0.902,92.986,44
Kinni Kinni,"Diljit Dosanjh, thiarajxtt",30,IN,2024-04-17,False,213344,0.883,0.525,-8.391,0.112,0.517,0.00046,0.608,97.005,42
Yimmy Yimmy,"Tayc, Shreya Ghoshal, Rajat Nagpal, Jacqueline Fernandez",31,IN,2024-04-17,False,211869,0.617,0.715,-5.003,0.101,0.254,9.07e-06,0.495,94.871,40
Mahiye Jinna Sohna,Darshan Raval,32,IN,2024-04-17,False,181250,0.567,0.54,-5.754,0.0406,0.736,3.17e-05,0.331,92.027,38
"Kaise Hua (From ""Kabir Singh"")",Vishal Mishra,33,IN,2024-04-17,False,234722,0.385,0.464,-6.975,0.0404,0.452,0.0,0.15,137.839,36
"Marham (Pehle Bhi Main) [From ""ANIMAL""]","Vishal Mishra, Raj Shekhar",34,IN,2024-04-17,False,113264,0.407,0.186,-9.031,0.0371,0.93,0.0,0.511,99.772,34
Aam Jahe Munde,"Parmish Verma, PARDHAAN",35,IN,2024-04-17,False,207838,0.876,0.575,-6.044,0.135,0.308,0.0,0.716,91.989,32
Hass Hass,"Diljit Dosanjh, Sia, Greg Kurstin",36,IN,2024-04-17,False,153016,0.726,0.804,-4.775,0.078,0.0348,5.59e-06,0.644,90.983,30
Asal Mein,Darshan Raval,37,IN,2024-04-17,False,224240,0.656,0.551,-6.43,0.0299,0.721,1.26e-06,0.329,114.106,28
"Ishq - From ""Lost;Found""","Faheem Abdullah, Rauhan Malik",38,IN,2024-04-17,False,228639,0.383,0.547,-8.862,0.0275,0.423,0.0466,0.236,95.068,26
Manjha,Vishal Mishra,39,IN,2024-04-17,False,191647,0.524,0.515,-7.478,0.0427,0.674,0.0,0.368,169.882,24
"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Sachin-Jigar, Raghav Chaitanya, Varun Jain, Indraneel",40,IN,2024-04-17,False,264089,0.612,0.595,-6.356,0.0331,0.68,1.11e-06,0.435,99.991,22
Tum Se Hi,"Pritam, Mohit Chauhan",41,IN,2024-04-17,False,321225,0.609,0.538,-7.842,0.0273,0.328,0.0,0.608,130.015,20
Lalkara,"Diljit Dosanjh, Intense, Sultaan",42,IN,2024-04-17,False,160500,0.85,0.557,-4.503,0.0431,0.0365,2.08e-06,0.468,96.99,18
"Hua Main (From ""ANIMAL"")","Raghav Chaitanya, Manoj Muntashir, Pritam",43,IN,2024-04-17,False,277021,0.371,0.664,-5.027,0.0318,0.566,2.54e-05,0.672,187.629,16
"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")","Pritam, Arijit Singh, Shreya Ghoshal, Amitabh Bhattacharya",44,IN,2024-04-17,False,277500,0.271,0.726,-6.504,0.0527,0.586,0.0,0.532,87.425,14
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",45,IN,2024-04-17,False,266075,0.556,0.552,-5.875,0.0373,0.531,0.0,0.531,100.051,12
Kesariya,"Pritam, Arijit Singh, Amitabh Bhattacharya",46,IN,2024-04-17,False,268164,0.577,0.574,-6.525,0.0278,0.572,0.0,0.436,94.009,10
Saari Duniya Jalaa Denge,"Jaani, B Praak",47,IN,2024-04-17,False,182348,0.515,0.475,-9.661,0.0351,0.782,0.0,0.674,81.835,8
"Humdard (From ""Ek Villain"")",Arijit Singh,48,IN,2024-04-17,False,260590,0.575,0.541,-6.45,0.0237,0.759,0.0,0.27,87.022,6
Tera Hone Laga Hoon,"Atif Aslam, Alisha Chinai, Pritam",49,IN,2024-04-17,False,299827,0.686,0.771,-5.33,0.0303,0.545,0.0,0.551,119.981,4
Mannat,"Darshan Raval, Prakriti Kakar",50,IN,2024-04-17,False,159600,0.637,0.721,-5.625,0.0465,0.252,0.0,0.308,99.995,2
Pehle Bhi Main,"Vishal Mishra, Raj Shekhar",1,IN,2024-04-16,False,250158,0.413,0.406,-10.23,0.0353,0.768,2.22e-06,0.281,76.944,100
"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Mitraz,2,IN,2024-04-16,False,171147,0.763,0.587,-8.299,0.0381,0.358,6.03e-06,0.794,106.977,98
Husn,Anuv Jain,3,IN,2024-04-16,False,217894,0.527,0.376,-9.974,0.0298,0.682,0.0,0.24,151.928,96
"Satranga (From ""ANIMAL"")","Arijit Singh, Shreyas Puranik, Siddharth - Garima",4,IN,2024-04-16,False,271169,0.273,0.405,-5.81,0.0298,0.735,0.0,0.534,89.48,94
"Illuminati - From ""Aavesham""","Sushin Shyam, Dabzee, Vinayak Sasikumar",5,IN,2024-04-16,False,212525,0.783,0.817,-5.94,0.124,0.232,3.2e-06,0.553,138.002,92
Soulmate,"Badshah, Arijit Singh",6,IN,2024-04-16,False,213599,0.747,0.458,-7.354,0.029,0.412,0.0,0.674,98.046,90
"Naina (From ""Crew"")","Diljit Dosanjh, Badshah, Raj Ranjodh",7,IN,2024-04-16,False,180000,0.84,0.715,-5.141,0.187,0.176,0.0,0.542,96.98,88
Bandana,Shubh,8,IN,2024-04-16,False,154666,0.716,0.718,-5.348,0.148,0.0452,0.0,0.91,89.906,86
