name,artists,daily_rank,country,snapshot_date,is_explicit,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,popularity
Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",1,IE,2024-04-20,False,228965,0.675,0.397,-10.895,0.0245,0.499,5.85e-06,0.319,95.988,100
The Tortured Poets Department,Taylor Swift,2,IE,2024-04-20,True,293048,0.595,0.421,-8.377,0.0261,0.0518,1.56e-06,0.261,110.305,98
Too Sweet,Hozier,3,IE,2024-04-20,False,251424,0.741,0.62,-5.505,0.0412,0.0295,0.000809,0.934,117.038,96
"So Long, London",Taylor Swift,4,IE,2024-04-20,False,262974,0.488,0.545,-11.388,0.317,0.73,0.0046,0.301,160.096,94
My Boy Only Breaks His Favorite Toys,Taylor Swift,5,IE,2024-04-20,False,203801,0.593,0.582,-7.392,0.0285,0.165,0.0,0.436,97.079,92
Down Bad,Taylor Swift,6,IE,2024-04-20,True,261228,0.546,0.36,-10.383,0.0774,0.554,0.0,0.181,159.755,90
But Daddy I Love Him,Taylor Swift,7,IE,2024-04-20,True,340428,0.414,0.716,-7.639,0.134,0.388,0.0,0.448,79.274,88
Florida!!! (feat. Florence + The Machine),"Taylor Swift, Florence + The Machine",8,IE,2024-04-20,True,215463,0.524,0.568,-7.096,0.143,0.204,0.0,0.42,150.044,86
I Can Do It With a Broken Heart,Taylor Swift,9,IE,2024-04-20,True,218004,0.7,0.763,-8.29,0.0513,0.147,0.0,0.226,130.018,84
Who’s Afraid of Little Old Me?,Taylor Swift,10,IE,2024-04-20,False,334084,0.592,0.37,-10.488,0.0495,0.307,0.0,0.249,119.87,82
Guilty as Sin?,Taylor Swift,11,IE,2024-04-20,False,254365,0.625,0.421,-8.297,0.0265,0.614,0.0,0.435,94.977,80
Fresh Out The Slammer,Taylor Swift,12,IE,2024-04-20,False,210789,0.303,0.489,-9.357,0.0443,0.621,0.0,0.325,77.403,78
loml,Taylor Swift,13,IE,2024-04-20,True,277156,0.613,0.262,-12.547,0.0385,0.866,0.0,0.197,97.92,76
The Smallest Man Who Ever Lived,Taylor Swift,14,IE,2024-04-20,True,245541,0.476,0.411,-9.004,0.0639,0.524,0.0,0.297,142.252,74
I Can Fix Him (No Really I Can),Taylor Swift,15,IE,2024-04-20,False,156297,0.658,0.255,-13.969,0.0471,0.761,0.0,0.328,106.935,72
Espresso,Sabrina Carpenter,16,IE,2024-04-20,True,175459,0.701,0.771,-5.486,0.0293,0.133,1.17e-05,0.661,103.982,70
The Alchemy,Taylor Swift,17,IE,2024-04-20,False,196900,0.639,0.439,-8.656,0.0288,0.437,0.0,0.376,100.083,68
Stick Season,Noah Kahan,18,IE,2024-04-20,False,182346,0.662,0.488,-6.894,0.0682,0.782,0.0,0.817,117.913,66
Clara Bow,Taylor Swift,19,IE,2024-04-20,False,216662,0.675,0.328,-10.987,0.0264,0.644,0.00149,0.249,104.021,64
i like the way you kiss me,Artemas,20,IE,2024-04-20,False,142514,0.599,0.946,-4.263,0.0447,0.000938,0.0106,0.747,151.647,62
Beautiful Things,Benson Boone,21,IE,2024-04-20,False,180304,0.472,0.471,-5.692,0.0603,0.151,0.0,0.219,105.029,60
Belong Together,Mark Ambor,22,IE,2024-04-20,False,148317,0.646,0.668,-5.203,0.0282,0.491,0.0,0.64,90.969,58
Scared To Start,Michael Marcagi,23,IE,2024-04-20,False,159636,0.527,0.551,-11.258,0.0345,0.384,2.75e-06,0.443,148.035,56
Austin,Dasha,24,IE,2024-04-20,True,171782,0.756,0.672,-6.743,0.0522,0.464,3.37e-06,0.739,114.935,54
thanK you aIMee,Taylor Swift,25,IE,2024-04-20,True,263817,0.619,0.533,-7.994,0.0337,0.613,0.0,0.287,95.956,52
The Black Dog,Taylor Swift,26,IE,2024-04-20,True,238857,0.533,0.292,-10.63,0.0378,0.675,0.0,0.205,154.128,50
End of Beginning,Djo,27,IE,2024-04-20,False,159245,0.689,0.454,-7.643,0.0584,0.0351,0.00259,0.912,159.982,48
we can't be friends (wait for your love),Ariana Grande,28,IE,2024-04-20,False,228639,0.645,0.663,-8.305,0.0447,0.0657,3.18e-05,0.287,115.83,46
Lose Control,Teddy Swims,29,IE,2024-04-20,False,210688,0.561,0.604,-4.409,0.0337,0.199,1.9e-05,0.242,159.92,44
imgonnagetyouback,Taylor Swift,30,IE,2024-04-20,False,222072,0.785,0.4,-9.401,0.0642,0.639,0.0,0.143,110.025,42
TEXAS HOLD 'EM,Beyoncé,31,IE,2024-04-20,True,233456,0.727,0.711,-6.549,0.078,0.582,0.0,0.375,110.012,40
The Albatross,Taylor Swift,32,IE,2024-04-20,False,183878,0.479,0.48,-8.889,0.0426,0.68,0.0,0.308,171.962,38
So High School,Taylor Swift,33,IE,2024-04-20,False,228800,0.362,0.861,-4.558,0.0486,0.0333,2.15e-06,0.348,176.185,36
Chloe or Sam or Sophia or Marcus,Taylor Swift,34,IE,2024-04-20,False,213281,0.459,0.454,-8.487,0.05,0.784,0.0,0.265,70.391,34
Prada,"cassö, RAYE, D-Block Europe",35,IE,2024-04-20,True,132359,0.638,0.717,-5.804,0.0375,0.001,1.79e-06,0.422,141.904,32
Simmer Down,Casper Walsh,36,IE,2024-04-20,True,183101,0.826,0.8,-7.05,0.0748,0.0331,1.84e-05,0.757,135.041,30
How Did It End?,Taylor Swift,37,IE,2024-04-20,False,238706,0.434,0.387,-8.88,0.0273,0.808,0.0011,0.245,83.68,28
greedy,Tate McRae,38,IE,2024-04-20,True,131872,0.75,0.733,-3.18,0.0319,0.256,0.0,0.844,111.018,26
Tell Ur Girlfriend,Lay Bankz,39,IE,2024-04-20,True,124444,0.866,0.741,-4.66,0.245,0.0933,0.0,0.614,135.07,24
I Hate It Here,Taylor Swift,40,IE,2024-04-20,False,243875,0.378,0.564,-7.107,0.0355,0.763,0.0,0.267,104.977,22
The Prophecy,Taylor Swift,41,IE,2024-04-20,False,249807,0.434,0.52,-10.279,0.0486,0.828,1.6e-06,0.499,168.177,20
Cruel Summer,Taylor Swift,42,IE,2024-04-20,False,178426,0.552,0.702,-5.707,0.157,0.117,2.06e-05,0.564,169.994,18
I Look in People's Windows,Taylor Swift,43,IE,2024-04-20,False,131907,0.762,0.268,-11.429,0.0648,0.692,0.0,0.382,90.835,16
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",44,IE,2024-04-20,False,227195,0.429,0.453,-7.746,0.0459,0.554,2e-06,0.155,77.639,14
Cassandra,Taylor Swift,45,IE,2024-04-20,True,240205,0.582,0.599,-9.811,0.0652,0.82,0.0,0.518,140.015,12
Peter,Taylor Swift,46,IE,2024-04-20,False,283957,0.348,0.394,-8.258,0.0412,0.767,0.0,0.264,178.199,10
"Good Luck, Babe!",Chappell Roan,47,IE,2024-04-20,False,218423,0.698,0.577,-5.858,0.0356,0.0495,0.0,0.799,116.719,8
The Bolter,Taylor Swift,48,IE,2024-04-20,True,238241,0.447,0.588,-7.95,0.0557,0.6,0.0,0.569,183.669,6
Unwritten,Natasha Bedingfield,49,IE,2024-04-20,False,259333,0.706,0.8,-6.333,0.0399,0.00584,0.0,0.629,100.011,4
A Bar Song (Tipsy),Shaboozey,50,IE,2024-04-20,True,171291,0.741,0.719,-5.192,0.0302,0.113,0.0,0.657,81.018,2
Too Sweet,Hozier,1,IE,2024-04-19,False,251424,0.741,0.62,-5.505,0.0412,0.0295,0.000809,0.934,117.038,100
Espresso,Sabrina Carpenter,2,IE,2024-04-19,True,175459,0.701,0.771,-5.486,0.0293,0.133,1.17e-05,0.661,103.982,98
Stick Season,Noah Kahan,3,IE,2024-04-19,False,182346,0.662,0.488,-6.894,0.0682,0.782,0.0,0.817,117.913,96
i like the way you kiss me,Artemas,4,IE,2024-04-19,False,142514,0.599,0.946,-4.263,0.0447,0.000938,0.0106,0.747,151.647,94
Beautiful Things,Benson Boone,5,IE,2024-04-19,False,180304,0.472,0.471,-5.692,0.0603,0.151,0.0,0.219,105.029,92
Scared To Start,Michael Marcagi,6,IE,2024-04-19,False,159636,0.527,0.551,-11.258,0.0345,0.384,2.75e-06,0.443,148.035,90
Belong Together,Mark Ambor,7,IE,2024-04-19,False,148317,0.646,0.668,-5.203,0.0282,0.491,0.0,0.64,90.969,88
End of Beginning,Djo,8,IE,2024-04-19,False,159245,0.689,0.454,-7.643,0.0584,0.0351,0.00259,0.912,159.982,86
Austin,Dasha,9,IE,2024-04-19,True,171782,0.756,0.672,-6.743,0.0522,0.464,3.37e-06,0.739,114.935,84
we can't be friends (wait for your love),Ariana Grande,10,IE,2024-04-19,False,228639,0.645,0.663,-8.305,0.0447,0.0657,3.18e-05,0.287,115.83,82
Lose Control,Teddy Swims,11,IE,2024-04-19,False,210688,0.561,0.604,-4.409,0.0337,0.199,1.9e-05,0.242,159.92,80
TEXAS HOLD 'EM,Beyoncé,12,IE,2024-04-19,True,233456,0.727,0.711,-6.549,0.078,0.582,0.0,0.375,110.012,78
greedy,Tate McRae,13,IE,2024-04-19,True,131872,0.75,0.733,-3.18,0.0319,0.256,0.0,0.844,111.018,76
Prada,"cassö, RAYE, D-Block Europe",14,IE,2024-04-19,True,132359,0.638,0.717,-5.804,0.0375,0.001,1.79e-06,0.422,141.904,74
Tell Ur Girlfriend,Lay Bankz,15,IE,2024-04-19,True,124444,0.866,0.741,-4.66,0.245,0.0933,0.0,0.614,135.07,72
Simmer Down,Casper Walsh,16,IE,2024-04-19,True,183101,0.826,0.8,-7.05,0.0748,0.0331,1.84e-05,0.757,135.041,70
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",17,IE,2024-04-19,False,227195,0.429,0.453,-7.746,0.0459,0.554,2e-06,0.155,77.639,68
"Good Luck, Babe!",Chappell Roan,18,IE,2024-04-19,False,218423,0.698,0.577,-5.858,0.0356,0.0495,0.0,0.799,116.719,66
Cruel Summer,Taylor Swift,19,IE,2024-04-19,False,178426,0.552,0.702,-5.707,0.157,0.117,2.06e-05,0.564,169.994,64
Unwritten,Natasha Bedingfield,20,IE,2024-04-19,False,259333,0.706,0.8,-6.333,0.0399,0.00584,0.0,0.629,100.011,62
Evergreen,Richy Mitch & The Coal Miners,21,IE,2024-04-19,False,87000,0.555,0.216,-11.661,0.0721,0.557,0.00416,0.504,79.109,60
Starburster,Fontaines D.C.,22,IE,2024-04-19,True,221450,0.511,0.862,-5.677,0.0659,0.0656,1.86e-06,0.361,98.021,58
Illusion,Dua Lipa,23,IE,2024-04-19,False,188143,0.679,0.772,-4.721,0.0472,0.0277,2.59e-06,0.709,126.964,56
These Words,"Badger, Natasha Bedingfield",24,IE,2024-04-19,False,136580,0.595,0.989,-2.695,0.0736,0.017,0.0,0.223,129.989,54
Slow It Down,Benson Boone,25,IE,2024-04-19,False,161831,0.432,0.583,-4.682,0.0687,0.174,0.0,0.544,181.489,52
Training Season,Dua Lipa,26,IE,2024-04-19,False,209487,0.815,0.582,-4.5,0.0532,0.0365,1.45e-06,0.671,123.03,50
A Bar Song (Tipsy),Shaboozey,27,IE,2024-04-19,True,171291,0.741,0.719,-5.192,0.0302,0.113,0.0,0.657,81.018,48
obsessed,Olivia Rodrigo,28,IE,2024-04-19,True,170541,0.683,0.587,-5.094,0.0915,0.0219,0.0,0.697,119.985,46
Houdini,Dua Lipa,29,IE,2024-04-19,False,185917,0.744,0.789,-4.876,0.059,0.0036,0.00144,0.866,116.985,44
Something in the Orange,Zach Bryan,30,IE,2024-04-19,False,228013,0.369,0.192,-12.151,0.04,0.555,8.35e-06,0.148,175.212,42
Home,Good Neighbours,31,IE,2024-04-19,False,157485,0.583,0.676,-4.44,0.0298,0.0289,0.0634,0.134,77.002,40
Whatever,"Kygo, Ava Max",32,IE,2024-04-19,False,178273,0.576,0.776,-5.678,0.066,0.114,0.0,0.596,107.943,38
Like That,"Future, Metro Boomin, Kendrick Lamar",33,IE,2024-04-19,True,267706,0.814,0.676,-4.67,0.231,0.00709,1.28e-05,0.312,162.012,36
Linger,The Cranberries,34,IE,2024-04-19,False,274706,0.439,0.434,-14.918,0.0265,0.0783,4.87e-05,0.204,94.845,34
The Night We Met,Lord Huron,35,IE,2024-04-19,False,208211,0.544,0.369,-9.514,0.038,0.969,0.279,0.102,87.01,32
Saturn,SZA,36,IE,2024-04-19,False,186191,0.411,0.619,-6.834,0.0368,0.62,0.0,0.337,177.937,30
Take Me To Church,Hozier,37,IE,2024-04-19,False,241688,0.566,0.664,-5.303,0.0464,0.634,0.0,0.437,128.945,28
Feather,Sabrina Carpenter,38,IE,2024-04-19,True,185552,0.787,0.686,-4.37,0.0339,0.0893,0.0,0.836,123.51,26
Murder On The Dancefloor,Sophie Ellis-Bextor,39,IE,2024-04-19,False,230013,0.73,0.849,-5.281,0.0299,0.00234,2.6e-05,0.887,117.31,24
Mr. Brightside,The Killers,40,IE,2024-04-19,False,222973,0.352,0.911,-5.23,0.0747,0.00121,0.0,0.236,148.033,22
Another Love,Tom Odell,41,IE,2024-04-19,True,244360,0.442,0.538,-8.55,0.0451,0.717,2.95e-05,0.139,122.758,20
CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",42,IE,2024-04-19,True,264324,0.594,0.811,-5.746,0.159,0.189,0.0,0.311,148.144,18
vampire,Olivia Rodrigo,43,IE,2024-04-19,True,219724,0.511,0.532,-5.745,0.0578,0.177,0.0,0.35,138.005,16
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,44,IE,2024-04-19,False,222369,0.444,0.0911,-17.665,0.0307,0.959,1.05e-06,0.142,78.403,14
Lovin On Me,Jack Harlow,45,IE,2024-04-19,True,138411,0.943,0.558,-4.911,0.0568,0.0026,2.19e-06,0.606,104.983,12
Brazil,Declan McKenna,46,IE,2024-04-19,False,252306,0.687,0.617,-5.213,0.0287,0.0941,1.27e-05,0.665,121.079,10
Work Song,Hozier,47,IE,2024-04-19,False,229720,0.531,0.363,-7.672,0.0608,0.749,0.0,0.259,121.412,8
Northern Attitude,Noah Kahan,48,IE,2024-04-19,True,267256,0.512,0.636,-8.087,0.0469,0.113,3.8e-05,0.312,121.431,6
DNA (Loving You) [feat. Hannah Boleyn],"Billy Gillies, Hannah Boleyn",49,IE,2024-04-19,False,164919,0.731,0.867,-6.169,0.0576,0.0112,0.0291,0.23,142.048,4
Birds In The Sky,NewEra,50,IE,2024-04-19,False,133548,0.636,0.716,-5.615,0.0325,0.0316,0.0837,0.393,123.97,2
Too Sweet,Hozier,1,IE,2024-04-18,False,251424,0.741,0.62,-5.505,0.0412,0.0295,0.000809,0.934,117.038,100
Espresso,Sabrina Carpenter,2,IE,2024-04-18,True,175459,0.701,0.771,-5.486,0.0293,0.133,1.17e-05,0.661,103.982,98
Stick Season,Noah Kahan,3,IE,2024-04-18,False,182346,0.662,0.488,-6.894,0.0682,0.782,0.0,0.817,117.913,96
i like the way you kiss me,Artemas,4,IE,2024-04-18,False,142514,0.599,0.946,-4.263,0.0447,0.000938,0.0106,0.747,151.647,94
Beautiful Things,Benson Boone,5,IE,2024-04-18,False,180304,0.472,0.471,-5.692,0.0603,0.151,0.0,0.219,105.029,92
Scared To Start,Michael Marcagi,6,IE,2024-04-18,False,159636,0.527,0.551,-11.258,0.0345,0.384,2.75e-06,0.443,148.035,90
Belong Together,Mark Ambor,7,IE,2024-04-18,False,148317,0.646,0.668,-5.203,0.0282,0.491,0.0,0.64,90.969,88
End of Beginning,Djo,8,IE,2024-04-18,False,159245,0.689,0.454,-7.643,0.0584,0.0351,0.00259,0.912,159.982,86
Austin,Dasha,9,IE,2024-04-18,True,171782,0.756,0.672,-6.743,0.0522,0.464,3.37e-06,0.739,114.935,84
we can't be friends (wait for your love),Ariana Grande,10,IE,2024-04-18,False,228639,0.645,0.663,-8.305,0.0447,0.0657,3.18e-05,0.287,115.83,82
Lose Control,Teddy Swims,11,IE,2024-04-18,False,210688,0.561,0.604,-4.409,0.0337,0.199,1.9e-05,0.242,159.92,80
TEXAS HOLD 'EM,Beyoncé,12,IE,2024-04-18,True,233456,0.727,0.711,-6.549,0.078,0.582,0.0,0.375,110.012,78
Prada,"cassö, RAYE, D-Block Europe",13,IE,2024-04-18,True,132359,0.638,0.717,-5.804,0.0375,0.001,1.79e-06,0.422,141.904,76
greedy,Tate McRae,14,IE,2024-04-18,True,131872,0.75,0.733,-3.18,0.0319,0.256,0.0,0.844,111.018,74
Simmer Down,Casper Walsh,15,IE,2024-04-18,True,183101,0.826,0.8,-7.05,0.0748,0.0331,1.84e-05,0.757,135.041,72
Tell Ur Girlfriend,Lay Bankz,16,IE,2024-04-18,True,124444,0.866,0.741,-4.66,0.245,0.0933,0.0,0.614,135.07,70
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",17,IE,2024-04-18,False,227195,0.429,0.453,-7.746,0.0459,0.554,2e-06,0.155,77.639,68
Evergreen,Richy Mitch & The Coal Miners,18,IE,2024-04-18,False,87000,0.555,0.216,-11.661,0.0721,0.557,0.00416,0.504,79.109,66
Cruel Summer,Taylor Swift,19,IE,2024-04-18,False,178426,0.552,0.702,-5.707,0.157,0.117,2.06e-05,0.564,169.994,64
"Good Luck, Babe!",Chappell Roan,20,IE,2024-04-18,False,218423,0.698,0.577,-5.858,0.0356,0.0495,0.0,0.799,116.719,62
Illusion,Dua Lipa,21,IE,2024-04-18,False,188143,0.679,0.772,-4.721,0.0472,0.0277,2.59e-06,0.709,126.964,60
Unwritten,Natasha Bedingfield,22,IE,2024-04-18,False,259333,0.706,0.8,-6.333,0.0399,0.00584,0.0,0.629,100.011,58
These Words,"Badger, Natasha Bedingfield",23,IE,2024-04-18,False,136580,0.595,0.989,-2.695,0.0736,0.017,0.0,0.223,129.989,56
Slow It Down,Benson Boone,24,IE,2024-04-18,False,161831,0.432,0.583,-4.682,0.0687,0.174,0.0,0.544,181.489,54
Home,Good Neighbours,25,IE,2024-04-18,False,157485,0.583,0.676,-4.44,0.0298,0.0289,0.0634,0.134,77.002,52
Training Season,Dua Lipa,26,IE,2024-04-18,False,209487,0.815,0.582,-4.5,0.0532,0.0365,1.45e-06,0.671,123.03,50
obsessed,Olivia Rodrigo,27,IE,2024-04-18,True,170541,0.683,0.587,-5.094,0.0915,0.0219,0.0,0.697,119.985,48
Houdini,Dua Lipa,28,IE,2024-04-18,False,185917,0.744,0.789,-4.876,0.059,0.0036,0.00144,0.866,116.985,46
Like That,"Future, Metro Boomin, Kendrick Lamar",29,IE,2024-04-18,True,267706,0.814,0.676,-4.67,0.231,0.00709,1.28e-05,0.312,162.012,44
Something in the Orange,Zach Bryan,30,IE,2024-04-18,False,228013,0.369,0.192,-12.151,0.04,0.555,8.35e-06,0.148,175.212,42
Saturn,SZA,31,IE,2024-04-18,False,186191,0.411,0.619,-6.834,0.0368,0.62,0.0,0.337,177.937,40
Whatever,"Kygo, Ava Max",32,IE,2024-04-18,False,178273,0.576,0.776,-5.678,0.066,0.114,0.0,0.596,107.943,38
The Night We Met,Lord Huron,33,IE,2024-04-18,False,208211,0.544,0.369,-9.514,0.038,0.969,0.279,0.102,87.01,36
A Bar Song (Tipsy),Shaboozey,34,IE,2024-04-18,True,171291,0.741,0.719,-5.192,0.0302,0.113,0.0,0.657,81.018,34
Linger,The Cranberries,35,IE,2024-04-18,False,274706,0.439,0.434,-14.918,0.0265,0.0783,4.87e-05,0.204,94.845,32
Feather,Sabrina Carpenter,36,IE,2024-04-18,True,185552,0.787,0.686,-4.37,0.0339,0.0893,0.0,0.836,123.51,30
Take Me To Church,Hozier,37,IE,2024-04-18,False,241688,0.566,0.664,-5.303,0.0464,0.634,0.0,0.437,128.945,28
Murder On The Dancefloor,Sophie Ellis-Bextor,38,IE,2024-04-18,False,230013,0.73,0.849,-5.281,0.0299,0.00234,2.6e-05,0.887,117.31,26
CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",39,IE,2024-04-18,True,264324,0.594,0.811,-5.746,0.159,0.189,0.0,0.311,148.144,24
Mr. Brightside,The Killers,40,IE,2024-04-18,False,222973,0.352,0.911,-5.23,0.0747,0.00121,0.0,0.236,148.033,22
Another Love,Tom Odell,41,IE,2024-04-18,True,244360,0.442,0.538,-8.55,0.0451,0.717,2.95e-05,0.139,122.758,20
vampire,Olivia Rodrigo,42,IE,2024-04-18,True,219724,0.511,0.532,-5.745,0.0578,0.177,0.0,0.35,138.005,18
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,43,IE,2024-04-18,False,222369,0.444,0.0911,-17.665,0.0307,0.959,1.05e-06,0.142,78.403,16
Brazil,Declan McKenna,44,IE,2024-04-18,False,252306,0.687,0.617,-5.213,0.0287,0.0941,1.27e-05,0.665,121.079,14
Lovin On Me,Jack Harlow,45,IE,2024-04-18,True,138411,0.943,0.558,-4.911,0.0568,0.0026,2.19e-06,0.606,104.983,12
July,Noah Cyrus,46,IE,2024-04-18,False,156106,0.708,0.186,-8.953,0.042,0.868,0.0,0.322,72.541,10
Birds In The Sky,NewEra,47,IE,2024-04-18,False,133548,0.636,0.716,-5.615,0.0325,0.0316,0.0837,0.393,123.97,8
Northern Attitude,Noah Kahan,48,IE,2024-04-18,True,267256,0.512,0.636,-8.087,0.0469,0.113,3.8e-05,0.312,121.431,6
Work Song,Hozier,49,IE,2024-04-18,False,229720,0.531,0.363,-7.672,0.0608,0.749,0.0,0.259,121.412,4
DNA (Loving You) [feat. Hannah Boleyn],"Billy Gillies, Hannah Boleyn",50,IE,2024-04-18,False,164919,0.731,0.867,-6.169,0.0576,0.0112,0.0291,0.23,142.048,2
Too Sweet,Hozier,1,IE,2024-04-17,False,251424,0.741,0.62,-5.505,0.0412,0.0295,0.000809,0.934,117.038,100
i like the way you kiss me,Artemas,2,IE,2024-04-17,False,142514,0.599,0.946,-4.263,0.0447,0.000938,0.0106,0.747,151.647,98
Stick Season,Noah Kahan,3,IE,2024-04-17,False,182346,0.662,0.488,-6.894,0.0682,0.782,0.0,0.817,117.913,96
Espresso,Sabrina Carpenter,4,IE,2024-04-17,True,175459,0.701,0.771,-5.486,0.0293,0.133,1.17e-05,0.661,103.982,94
Beautiful Things,Benson Boone,5,IE,2024-04-17,False,180304,0.472,0.471,-5.692,0.0603,0.151,0.0,0.219,105.029,92
Scared To Start,Michael Marcagi,6,IE,2024-04-17,False,159636,0.527,0.551,-11.258,0.0345,0.384,2.75e-06,0.443,148.035,90
End of Beginning,Djo,7,IE,2024-04-17,False,159245,0.689,0.454,-7.643,0.0584,0.0351,0.00259,0.912,159.982,88
Austin,Dasha,8,IE,2024-04-17,True,171782,0.756,0.672,-6.743,0.0522,0.464,3.37e-06,0.739,114.935,86
Belong Together,Mark Ambor,9,IE,2024-04-17,False,148317,0.646,0.668,-5.203,0.0282,0.491,0.0,0.64,90.969,84
we can't be friends (wait for your love),Ariana Grande,10,IE,2024-04-17,False,228639,0.645,0.663,-8.305,0.0447,0.0657,3.18e-05,0.287,115.83,82
Lose Control,Teddy Swims,11,IE,2024-04-17,False,210688,0.561,0.604,-4.409,0.0337,0.199,1.9e-05,0.242,159.92,80
TEXAS HOLD 'EM,Beyoncé,12,IE,2024-04-17,True,233456,0.727,0.711,-6.549,0.078,0.582,0.0,0.375,110.012,78
Simmer Down,Casper Walsh,13,IE,2024-04-17,True,183101,0.826,0.8,-7.05,0.0748,0.0331,1.84e-05,0.757,135.041,76
Prada,"cassö, RAYE, D-Block Europe",14,IE,2024-04-17,True,132359,0.638,0.717,-5.804,0.0375,0.001,1.79e-06,0.422,141.904,74
greedy,Tate McRae,15,IE,2024-04-17,True,131872,0.75,0.733,-3.18,0.0319,0.256,0.0,0.844,111.018,72
These Words,"Badger, Natasha Bedingfield",16,IE,2024-04-17,False,136580,0.595,0.989,-2.695,0.0736,0.017,0.0,0.223,129.989,70
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",17,IE,2024-04-17,False,227195,0.429,0.453,-7.746,0.0459,0.554,2e-06,0.155,77.639,68
Evergreen,Richy Mitch & The Coal Miners,18,IE,2024-04-17,False,87000,0.555,0.216,-11.661,0.0721,0.557,0.00416,0.504,79.109,66
Tell Ur Girlfriend,Lay Bankz,19,IE,2024-04-17,True,124444,0.866,0.741,-4.66,0.245,0.0933,0.0,0.614,135.07,64
Cruel Summer,Taylor Swift,20,IE,2024-04-17,False,178426,0.552,0.702,-5.707,0.157,0.117,2.06e-05,0.564,169.994,62
Illusion,Dua Lipa,21,IE,2024-04-17,False,188143,0.679,0.772,-4.721,0.0472,0.0277,2.59e-06,0.709,126.964,60
Unwritten,Natasha Bedingfield,22,IE,2024-04-17,False,259333,0.706,0.8,-6.333,0.0399,0.00584,0.0,0.629,100.011,58
Training Season,Dua Lipa,23,IE,2024-04-17,False,209487,0.815,0.582,-4.5,0.0532,0.0365,1.45e-06,0.671,123.03,56
"Good Luck, Babe!",Chappell Roan,24,IE,2024-04-17,False,218423,0.698,0.577,-5.858,0.0356,0.0495,0.0,0.799,116.719,54
Slow It Down,Benson Boone,25,IE,2024-04-17,False,161831,0.432,0.583,-4.682,0.0687,0.174,0.0,0.544,181.489,52
Home,Good Neighbours,26,IE,2024-04-17,False,157485,0.583,0.676,-4.44,0.0298,0.0289,0.0634,0.134,77.002,50
Like That,"Future, Metro Boomin, Kendrick Lamar",27,IE,2024-04-17,True,267706,0.814,0.676,-4.67,0.231,0.00709,1.28e-05,0.312,162.012,48
Houdini,Dua Lipa,28,IE,2024-04-17,False,185917,0.744,0.789,-4.876,0.059,0.0036,0.00144,0.866,116.985,46
Whatever,"Kygo, Ava Max",29,IE,2024-04-17,False,178273,0.576,0.776,-5.678,0.066,0.114,0.0,0.596,107.943,44
Something in the Orange,Zach Bryan,30,IE,2024-04-17,False,228013,0.369,0.192,-12.151,0.04,0.555,8.35e-06,0.148,175.212,42
obsessed,Olivia Rodrigo,31,IE,2024-04-17,True,170541,0.683,0.587,-5.094,0.0915,0.0219,0.0,0.697,119.985,40
Take Me To Church,Hozier,32,IE,2024-04-17,False,241688,0.566,0.664,-5.303,0.0464,0.634,0.0,0.437,128.945,38
The Night We Met,Lord Huron,33,IE,2024-04-17,False,208211,0.544,0.369,-9.514,0.038,0.969,0.279,0.102,87.01,36
Saturn,SZA,34,IE,2024-04-17,False,186191,0.411,0.619,-6.834,0.0368,0.62,0.0,0.337,177.937,34
Linger,The Cranberries,35,IE,2024-04-17,False,274706,0.439,0.434,-14.918,0.0265,0.0783,4.87e-05,0.204,94.845,32
Feather,Sabrina Carpenter,36,IE,2024-04-17,True,185552,0.787,0.686,-4.37,0.0339,0.0893,0.0,0.836,123.51,30
CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",37,IE,2024-04-17,True,264324,0.594,0.811,-5.746,0.159,0.189,0.0,0.311,148.144,28
Birds In The Sky,NewEra,38,IE,2024-04-17,False,133548,0.636,0.716,-5.615,0.0325,0.0316,0.0837,0.393,123.97,26
Another Love,Tom Odell,39,IE,2024-04-17,True,244360,0.442,0.538,-8.55,0.0451,0.717,2.95e-05,0.139,122.758,24
Lovin On Me,Jack Harlow,40,IE,2024-04-17,True,138411,0.943,0.558,-4.911,0.0568,0.0026,2.19e-06,0.606,104.983,22
Murder On The Dancefloor,Sophie Ellis-Bextor,41,IE,2024-04-17,False,230013,0.73,0.849,-5.281,0.0299,0.00234,2.6e-05,0.887,117.31,20
DNA (Loving You) [feat. Hannah Boleyn],"Billy Gillies, Hannah Boleyn",42,IE,2024-04-17,False,164919,0.731,0.867,-6.169,0.0576,0.0112,0.0291,0.23,142.048,18
Brazil,Declan McKenna,43,IE,2024-04-17,False,252306,0.687,0.617,-5.213,0.0287,0.0941,1.27e-05,0.665,121.079,16
