name,artists,daily_rank,country,snapshot_date,is_explicit,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,popularity
Driving Home for Christmas,Chris Rea,17,IE,2023-12-27,False,239946,0.603,0.705,-7.547,0.0328,0.556,0.000123,0.89,90.12,68
Christmas (Baby Please Come Home),Darlene Love,18,IE,2023-12-27,False,166453,0.325,0.759,-7.146,0.053,0.395,0.000362,0.36,126.627,66
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,19,IE,2023-12-27,False,227653,0.774,0.511,-8.914,0.0319,0.322,0.0,0.771,94.736,64
Merry Christmas Everyone,Shakin' Stevens,20,IE,2023-12-27,False,220160,0.534,0.904,-3.315,0.0369,0.129,0.0,0.96,202.899,62
Holly Jolly Christmas,Michael Bublé,21,IE,2023-12-27,False,119786,0.647,0.465,-8.308,0.0428,0.865,0.0,0.699,151.251,60
Merry Christmas,"Ed Sheeran, Elton John",22,IE,2023-12-27,False,208546,0.594,0.935,-2.018,0.0357,0.243,2.36e-06,0.602,113.99,58
A Holly Jolly Christmas,Burl Ives,23,IE,2023-12-27,False,135533,0.683,0.375,-13.056,0.0303,0.579,0.0,0.888,140.467,56
White Christmas - 1947 Version,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",24,IE,2023-12-27,False,177480,0.317,0.158,-16.485,0.0381,0.673,0.353,0.247,130.503,54
Step Into Christmas - Remastered 1995,Elton John,25,IE,2023-12-27,False,272333,0.54,0.928,-6.252,0.0337,0.0887,1.11e-05,0.796,140.419,52
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),"Frank Sinatra, B. Swanson Quartet",26,IE,2023-12-27,False,155453,0.652,0.259,-13.336,0.0595,0.903,0.0,0.836,142.169,50
Mistletoe,Justin Bieber,27,IE,2023-12-27,False,182946,0.657,0.56,-9.049,0.0467,0.498,0.0,0.854,161.993,48
Winter Wonderland - Spotify Singles Holiday,Laufey,28,IE,2023-12-27,False,132800,0.528,0.281,-9.784,0.037,0.839,0.0,0.514,127.617,46
DJ Play A Christmas Song,Cher,29,IE,2023-12-27,False,209106,0.533,0.76,-7.256,0.121,0.157,0.0,0.466,133.916,44
Christmas Lights,Coldplay,30,IE,2023-12-27,False,242495,0.315,0.418,-9.146,0.0299,0.131,0.000679,0.237,129.116,42
"Santa, Can’t You Hear Me","Kelly Clarkson, Ariana Grande",31,IE,2023-12-27,False,242644,0.495,0.896,-2.381,0.0331,0.005,0.0,0.462,146.04,40
Blue Christmas,Elvis Presley,32,IE,2023-12-27,False,129173,0.465,0.27,-16.661,0.0425,0.9,0.00104,0.58,94.518,38
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",33,IE,2023-12-27,False,155933,0.724,0.276,-12.25,0.0599,0.76,0.0,0.718,112.874,36
I Wish It Could Be Christmas Everyday,Wizzard,34,IE,2023-12-27,False,278946,0.383,0.914,-6.43,0.0515,0.00422,1.4e-05,0.528,139.955,34
Santa Claus Is Coming To Town,The Jackson 5,35,IE,2023-12-27,False,144013,0.692,0.762,-4.867,0.0342,0.424,1.27e-05,0.961,146.673,32
Please Come Home for Christmas - 2013 Remaster,Eagles,36,IE,2023-12-27,False,177440,0.612,0.289,-11.568,0.0421,0.599,0.00266,0.466,183.18,30
Jingle Bells - Remastered 1999,Frank Sinatra,37,IE,2023-12-27,False,120693,0.512,0.339,-13.119,0.0498,0.727,0.0,0.951,174.609,28
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,38,IE,2023-12-27,False,267600,0.357,0.668,-8.444,0.0479,0.362,1.37e-06,0.407,139.986,26
Santa Baby (with Henri René & His Orchestra),"Eartha Kitt, Henri René and His Orchestra",39,IE,2023-12-27,False,206066,0.7,0.139,-12.346,0.0607,0.902,0.0,0.49,84.485,24
This Christmas,Donny Hathaway,40,IE,2023-12-27,False,231173,0.634,0.645,-9.2,0.0376,0.292,0.0,0.677,93.047,22
Little Saint Nick - 1991 Remix,The Beach Boys,41,IE,2023-12-27,False,118840,0.602,0.553,-9.336,0.0328,0.108,0.0,0.971,130.594,20
Run Rudolph Run,Chuck Berry,42,IE,2023-12-27,False,165733,0.681,0.715,-10.609,0.0912,0.812,9.43e-06,0.957,152.132,18
Stick Season,Noah Kahan,43,IE,2023-12-27,False,182346,0.662,0.488,-6.894,0.0682,0.782,0.0,0.817,117.913,16
Deck The Hall,Nat King Cole,44,IE,2023-12-27,False,68760,0.684,0.437,-10.522,0.0491,0.742,1.58e-05,0.964,107.607,14
One More Sleep,Leona Lewis,45,IE,2023-12-27,False,239586,0.638,0.813,-3.849,0.0362,0.464,0.0,0.754,112.986,12
My Only Wish (This Year),Britney Spears,46,IE,2023-12-27,False,255400,0.669,0.843,-3.766,0.0268,0.169,0.0,0.702,147.08,10
Lonely This Christmas,Mud,47,IE,2023-12-27,False,213160,0.551,0.325,-13.507,0.0286,0.81,0.000112,0.496,98.932,8
Mele Kalikimaka (Merry Christmas),"Bing Crosby, The Andrews Sisters",48,IE,2023-12-27,False,175333,0.5,0.224,-12.431,0.0935,0.646,0.0,0.62,202.481,6
2000 Miles - 2007 Remaster,Pretenders,49,IE,2023-12-27,False,220426,0.22,0.708,-9.051,0.035,0.00292,0.0267,0.453,66.214,4
Santa's Coming for Us,Sia,50,IE,2023-12-27,False,206539,0.547,0.814,-6.191,0.12,0.0215,0.0,0.724,92.986,2
Last Christmas - Single Version,Wham!,1,IE,2023-12-26,False,265960,0.733,0.598,-8.228,0.0278,0.212,3.71e-06,0.935,107.732,100
All I Want for Christmas Is You,Mariah Carey,2,IE,2023-12-26,False,241106,0.336,0.627,-7.463,0.0384,0.164,0.0,0.35,150.273,98
Rockin' Around The Christmas Tree,Brenda Lee,3,IE,2023-12-26,False,126266,0.589,0.472,-8.749,0.0502,0.614,0.0,0.898,67.196,96
Fairytale of New York (feat. Kirsty MacColl),"The Pogues, Kirsty MacColl",4,IE,2023-12-26,False,272466,0.271,0.551,-7.48,0.0457,0.582,4.16e-05,0.428,78.111,94
Jingle Bell Rock,Bobby Helms,5,IE,2023-12-26,False,130973,0.754,0.424,-8.463,0.0363,0.643,0.0,0.806,119.705,92
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,6,IE,2023-12-26,False,117146,0.451,0.24,-14.014,0.0351,0.912,2.45e-06,0.701,134.009,90
It's the Most Wonderful Time of the Year,Andy Williams,7,IE,2023-12-26,False,151000,0.234,0.526,-11.656,0.0411,0.871,2.34e-06,0.649,201.739,88
It's Beginning to Look a Lot like Christmas,Michael Bublé,8,IE,2023-12-26,False,207199,0.331,0.223,-11.274,0.0338,0.88,5.92e-06,0.355,92.896,86
Santa Tell Me,Ariana Grande,9,IE,2023-12-26,False,204093,0.525,0.621,-7.364,0.116,0.0489,0.0,0.591,191.9,84
Sleigh Ride,The Ronettes,10,IE,2023-12-26,False,181266,0.529,0.772,-7.013,0.0287,0.403,2.21e-06,0.853,91.751,82
Underneath the Tree,Kelly Clarkson,11,IE,2023-12-26,False,229640,0.509,0.812,-5.439,0.0537,0.00128,1.99e-05,0.689,159.878,80
Do They Know It's Christmas? - 1984 Version,Band Aid,12,IE,2023-12-26,False,222533,0.598,0.643,-6.933,0.0364,0.164,3.35e-05,0.349,115.41,78
Feliz Navidad,José Feliciano,13,IE,2023-12-26,False,182066,0.513,0.831,-9.004,0.0383,0.55,0.0,0.963,148.837,76
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",14,IE,2023-12-26,False,214333,0.321,0.64,-10.023,0.0324,0.28,0.0,0.414,146.172,74
Snowman,Sia,15,IE,2023-12-26,False,165900,0.716,0.512,-6.257,0.0331,0.483,0.0,0.326,104.957,72
Driving Home for Christmas,Chris Rea,16,IE,2023-12-26,False,239946,0.603,0.705,-7.547,0.0328,0.556,0.000123,0.89,90.12,70
Holly Jolly Christmas,Michael Bublé,17,IE,2023-12-26,False,119786,0.647,0.465,-8.308,0.0428,0.865,0.0,0.699,151.251,68
Merry Christmas Everyone,Shakin' Stevens,18,IE,2023-12-26,False,220160,0.534,0.904,-3.315,0.0369,0.129,0.0,0.96,202.899,66
Merry Christmas,"Ed Sheeran, Elton John",19,IE,2023-12-26,False,208546,0.594,0.935,-2.018,0.0357,0.243,2.36e-06,0.602,113.99,64
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,20,IE,2023-12-26,False,227653,0.774,0.511,-8.914,0.0319,0.322,0.0,0.771,94.736,62
The Christmas Song (Merry Christmas To You),Nat King Cole,21,IE,2023-12-26,False,190973,0.31,0.095,-17.828,0.0366,0.904,3.43e-05,0.188,72.76,60
Christmas (Baby Please Come Home),Darlene Love,22,IE,2023-12-26,False,166453,0.325,0.759,-7.146,0.053,0.395,0.000362,0.36,126.627,58
Stick Season,Noah Kahan,23,IE,2023-12-26,False,182346,0.662,0.488,-6.894,0.0682,0.782,0.0,0.817,117.913,56
Step Into Christmas - Remastered 1995,Elton John,24,IE,2023-12-26,False,272333,0.54,0.928,-6.252,0.0337,0.0887,1.11e-05,0.796,140.419,54
Mistletoe,Justin Bieber,25,IE,2023-12-26,False,182946,0.657,0.56,-9.049,0.0467,0.498,0.0,0.854,161.993,52
A Holly Jolly Christmas,Burl Ives,26,IE,2023-12-26,False,135533,0.683,0.375,-13.056,0.0303,0.579,0.0,0.888,140.467,50
White Christmas - 1947 Version,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",27,IE,2023-12-26,False,177480,0.317,0.158,-16.485,0.0381,0.673,0.353,0.247,130.503,48
I Wish It Could Be Christmas Everyday,Wizzard,28,IE,2023-12-26,False,278946,0.383,0.914,-6.43,0.0515,0.00422,1.4e-05,0.528,139.955,46
Christmas Lights,Coldplay,29,IE,2023-12-26,False,242495,0.315,0.418,-9.146,0.0299,0.131,0.000679,0.237,129.116,44
Winter Wonderland - Spotify Singles Holiday,Laufey,30,IE,2023-12-26,False,132800,0.528,0.281,-9.784,0.037,0.839,0.0,0.514,127.617,42
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),"Frank Sinatra, B. Swanson Quartet",31,IE,2023-12-26,False,155453,0.652,0.259,-13.336,0.0595,0.903,0.0,0.836,142.169,40
DJ Play A Christmas Song,Cher,32,IE,2023-12-26,False,209106,0.533,0.76,-7.256,0.121,0.157,0.0,0.466,133.916,38
"Santa, Can’t You Hear Me","Kelly Clarkson, Ariana Grande",33,IE,2023-12-26,False,242644,0.495,0.896,-2.381,0.0331,0.005,0.0,0.462,146.04,36
Santa Claus Is Coming To Town,The Jackson 5,34,IE,2023-12-26,False,144013,0.692,0.762,-4.867,0.0342,0.424,1.27e-05,0.961,146.673,34
Blue Christmas,Elvis Presley,35,IE,2023-12-26,False,129173,0.465,0.27,-16.661,0.0425,0.9,0.00104,0.58,94.518,32
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",36,IE,2023-12-26,False,155933,0.724,0.276,-12.25,0.0599,0.76,0.0,0.718,112.874,30
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,37,IE,2023-12-26,False,267600,0.357,0.668,-8.444,0.0479,0.362,1.37e-06,0.407,139.986,28
Please Come Home for Christmas - 2013 Remaster,Eagles,38,IE,2023-12-26,False,177440,0.612,0.289,-11.568,0.0421,0.599,0.00266,0.466,183.18,26
Jingle Bells - Remastered 1999,Frank Sinatra,39,IE,2023-12-26,False,120693,0.512,0.339,-13.119,0.0498,0.727,0.0,0.951,174.609,24
Run Rudolph Run,Chuck Berry,40,IE,2023-12-26,False,165733,0.681,0.715,-10.609,0.0912,0.812,9.43e-06,0.957,152.132,22
Santa Baby (with Henri René & His Orchestra),"Eartha Kitt, Henri René and His Orchestra",41,IE,2023-12-26,False,206066,0.7,0.139,-12.346,0.0607,0.902,0.0,0.49,84.485,20
This Christmas,Donny Hathaway,42,IE,2023-12-26,False,231173,0.634,0.645,-9.2,0.0376,0.292,0.0,0.677,93.047,18
One More Sleep,Leona Lewis,43,IE,2023-12-26,False,239586,0.638,0.813,-3.849,0.0362,0.464,0.0,0.754,112.986,16
Little Saint Nick - 1991 Remix,The Beach Boys,44,IE,2023-12-26,False,118840,0.602,0.553,-9.336,0.0328,0.108,0.0,0.971,130.594,14
Merry Xmas Everybody,Slade,45,IE,2023-12-26,False,223720,0.402,0.755,-5.46,0.039,0.112,0.0,0.43,130.254,12
My Only Wish (This Year),Britney Spears,46,IE,2023-12-26,False,255400,0.669,0.843,-3.766,0.0268,0.169,0.0,0.702,147.08,10
Deck The Hall,Nat King Cole,47,IE,2023-12-26,False,68760,0.684,0.437,-10.522,0.0491,0.742,1.58e-05,0.964,107.607,8
Santa's Coming for Us,Sia,48,IE,2023-12-26,False,206539,0.547,0.814,-6.191,0.12,0.0215,0.0,0.724,92.986,6
2000 Miles - 2007 Remaster,Pretenders,49,IE,2023-12-26,False,220426,0.22,0.708,-9.051,0.035,0.00292,0.0267,0.453,66.214,4
Lonely This Christmas,Mud,50,IE,2023-12-26,False,213160,0.551,0.325,-13.507,0.0286,0.81,0.000112,0.496,98.932,2
Last Christmas - Single Version,Wham!,1,IE,2023-12-25,False,265960,0.733,0.598,-8.228,0.0278,0.212,3.71e-06,0.935,107.732,100
All I Want for Christmas Is You,Mariah Carey,2,IE,2023-12-25,False,241106,0.336,0.627,-7.463,0.0384,0.164,0.0,0.35,150.273,98
Rockin' Around The Christmas Tree,Brenda Lee,3,IE,2023-12-25,False,126266,0.589,0.472,-8.749,0.0502,0.614,0.0,0.898,67.196,96
Fairytale of New York (feat. Kirsty MacColl),"The Pogues, Kirsty MacColl",4,IE,2023-12-25,False,272466,0.271,0.551,-7.48,0.0457,0.582,4.16e-05,0.428,78.111,94
Jingle Bell Rock,Bobby Helms,5,IE,2023-12-25,False,130973,0.754,0.424,-8.463,0.0363,0.643,0.0,0.806,119.705,92
Santa Tell Me,Ariana Grande,6,IE,2023-12-25,False,204093,0.525,0.621,-7.364,0.116,0.0489,0.0,0.591,191.9,90
It's Beginning to Look a Lot like Christmas,Michael Bublé,7,IE,2023-12-25,False,207199,0.331,0.223,-11.274,0.0338,0.88,5.92e-06,0.355,92.896,88
It's the Most Wonderful Time of the Year,Andy Williams,8,IE,2023-12-25,False,151000,0.234,0.526,-11.656,0.0411,0.871,2.34e-06,0.649,201.739,86
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,9,IE,2023-12-25,False,117146,0.451,0.24,-14.014,0.0351,0.912,2.45e-06,0.701,134.009,84
Stick Season,Noah Kahan,10,IE,2023-12-25,False,182346,0.662,0.488,-6.894,0.0682,0.782,0.0,0.817,117.913,82
Sleigh Ride,The Ronettes,11,IE,2023-12-25,False,181266,0.529,0.772,-7.013,0.0287,0.403,2.21e-06,0.853,91.751,80
Do They Know It's Christmas? - 1984 Version,Band Aid,12,IE,2023-12-25,False,222533,0.598,0.643,-6.933,0.0364,0.164,3.35e-05,0.349,115.41,78
Underneath the Tree,Kelly Clarkson,13,IE,2023-12-25,False,229640,0.509,0.812,-5.439,0.0537,0.00128,1.99e-05,0.689,159.878,76
Snowman,Sia,14,IE,2023-12-25,False,165900,0.716,0.512,-6.257,0.0331,0.483,0.0,0.326,104.957,74
Feliz Navidad,José Feliciano,15,IE,2023-12-25,False,182066,0.513,0.831,-9.004,0.0383,0.55,0.0,0.963,148.837,72
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",16,IE,2023-12-25,False,214333,0.321,0.64,-10.023,0.0324,0.28,0.0,0.414,146.172,70
Driving Home for Christmas,Chris Rea,17,IE,2023-12-25,False,239946,0.603,0.705,-7.547,0.0328,0.556,0.000123,0.89,90.12,68
Merry Christmas,"Ed Sheeran, Elton John",18,IE,2023-12-25,False,208546,0.594,0.935,-2.018,0.0357,0.243,2.36e-06,0.602,113.99,66
Merry Christmas Everyone,Shakin' Stevens,19,IE,2023-12-25,False,220160,0.534,0.904,-3.315,0.0369,0.129,0.0,0.96,202.899,64
Holly Jolly Christmas,Michael Bublé,20,IE,2023-12-25,False,119786,0.647,0.465,-8.308,0.0428,0.865,0.0,0.699,151.251,62
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,21,IE,2023-12-25,False,227653,0.774,0.511,-8.914,0.0319,0.322,0.0,0.771,94.736,60
Christmas (Baby Please Come Home),Darlene Love,22,IE,2023-12-25,False,166453,0.325,0.759,-7.146,0.053,0.395,0.000362,0.36,126.627,58
The Christmas Song (Merry Christmas To You),Nat King Cole,23,IE,2023-12-25,False,190973,0.31,0.095,-17.828,0.0366,0.904,3.43e-05,0.188,72.76,56
Step Into Christmas - Remastered 1995,Elton John,24,IE,2023-12-25,False,272333,0.54,0.928,-6.252,0.0337,0.0887,1.11e-05,0.796,140.419,54
Mistletoe,Justin Bieber,25,IE,2023-12-25,False,182946,0.657,0.56,-9.049,0.0467,0.498,0.0,0.854,161.993,52
I Wish It Could Be Christmas Everyday,Wizzard,26,IE,2023-12-25,False,278946,0.383,0.914,-6.43,0.0515,0.00422,1.4e-05,0.528,139.955,50
A Holly Jolly Christmas,Burl Ives,27,IE,2023-12-25,False,135533,0.683,0.375,-13.056,0.0303,0.579,0.0,0.888,140.467,48
DJ Play A Christmas Song,Cher,28,IE,2023-12-25,False,209106,0.533,0.76,-7.256,0.121,0.157,0.0,0.466,133.916,46
Christmas Lights,Coldplay,29,IE,2023-12-25,False,242495,0.315,0.418,-9.146,0.0299,0.131,0.000679,0.237,129.116,44
"Santa, Can’t You Hear Me","Kelly Clarkson, Ariana Grande",30,IE,2023-12-25,False,242644,0.495,0.896,-2.381,0.0331,0.005,0.0,0.462,146.04,42
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),"Frank Sinatra, B. Swanson Quartet",31,IE,2023-12-25,False,155453,0.652,0.259,-13.336,0.0595,0.903,0.0,0.836,142.169,40
White Christmas - 1947 Version,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",32,IE,2023-12-25,False,177480,0.317,0.158,-16.485,0.0381,0.673,0.353,0.247,130.503,38
Winter Wonderland - Spotify Singles Holiday,Laufey,33,IE,2023-12-25,False,132800,0.528,0.281,-9.784,0.037,0.839,0.0,0.514,127.617,36
Santa Claus Is Coming To Town,The Jackson 5,34,IE,2023-12-25,False,144013,0.692,0.762,-4.867,0.0342,0.424,1.27e-05,0.961,146.673,34
Lovin On Me,Jack Harlow,35,IE,2023-12-25,True,138411,0.943,0.558,-4.911,0.0568,0.0026,2.19e-06,0.606,104.983,32
Blue Christmas,Elvis Presley,36,IE,2023-12-25,False,129173,0.465,0.27,-16.661,0.0425,0.9,0.00104,0.58,94.518,30
Prada,"cassö, RAYE, D-Block Europe",37,IE,2023-12-25,True,132359,0.638,0.717,-5.804,0.0375,0.001,1.79e-06,0.422,141.904,28
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,38,IE,2023-12-25,False,267600,0.357,0.668,-8.444,0.0479,0.362,1.37e-06,0.407,139.986,26
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",39,IE,2023-12-25,False,155933,0.724,0.276,-12.25,0.0599,0.76,0.0,0.718,112.874,24
One More Sleep,Leona Lewis,40,IE,2023-12-25,False,239586,0.638,0.813,-3.849,0.0362,0.464,0.0,0.754,112.986,22
greedy,Tate McRae,41,IE,2023-12-25,True,131872,0.75,0.733,-3.18,0.0319,0.256,0.0,0.844,111.018,20
Please Come Home for Christmas - 2013 Remaster,Eagles,42,IE,2023-12-25,False,177440,0.612,0.289,-11.568,0.0421,0.599,0.00266,0.466,183.18,18
Run Rudolph Run,Chuck Berry,43,IE,2023-12-25,False,165733,0.681,0.715,-10.609,0.0912,0.812,9.43e-06,0.957,152.132,16
This Christmas,Donny Hathaway,44,IE,2023-12-25,False,231173,0.634,0.645,-9.2,0.0376,0.292,0.0,0.677,93.047,14
Merry Xmas Everybody,Slade,45,IE,2023-12-25,False,223720,0.402,0.755,-5.46,0.039,0.112,0.0,0.43,130.254,12
Jingle Bells - Remastered 1999,Frank Sinatra,46,IE,2023-12-25,False,120693,0.512,0.339,-13.119,0.0498,0.727,0.0,0.951,174.609,10
Little Saint Nick - 1991 Remix,The Beach Boys,47,IE,2023-12-25,False,118840,0.602,0.553,-9.336,0.0328,0.108,0.0,0.971,130.594,8
Santa Baby (with Henri René & His Orchestra),"Eartha Kitt, Henri René and His Orchestra",48,IE,2023-12-25,False,206066,0.7,0.139,-12.346,0.0607,0.902,0.0,0.49,84.485,6
My Only Wish (This Year),Britney Spears,49,IE,2023-12-25,False,255400,0.669,0.843,-3.766,0.0268,0.169,0.0,0.702,147.08,4
Santa's Coming for Us,Sia,50,IE,2023-12-25,False,206539,0.547,0.814,-6.191,0.12,0.0215,0.0,0.724,92.986,2
Last Christmas - Single Version,Wham!,1,IE,2023-12-24,False,265960,0.733,0.598,-8.228,0.0278,0.212,3.71e-06,0.935,107.732,100
All I Want for Christmas Is You,Mariah Carey,2,IE,2023-12-24,False,241106,0.336,0.627,-7.463,0.0384,0.164,0.0,0.35,150.273,98
Rockin' Around The Christmas Tree,Brenda Lee,3,IE,2023-12-24,False,126266,0.589,0.472,-8.749,0.0502,0.614,0.0,0.898,67.196,96
Fairytale of New York (feat. Kirsty MacColl),"The Pogues, Kirsty MacColl",4,IE,2023-12-24,False,272466,0.271,0.551,-7.48,0.0457,0.582,4.16e-05,0.428,78.111,94
Stick Season,Noah Kahan,5,IE,2023-12-24,False,182346,0.662,0.488,-6.894,0.0682,0.782,0.0,0.817,117.913,92
Jingle Bell Rock,Bobby Helms,6,IE,2023-12-24,False,130973,0.754,0.424,-8.463,0.0363,0.643,0.0,0.806,119.705,90
Santa Tell Me,Ariana Grande,7,IE,2023-12-24,False,204093,0.525,0.621,-7.364,0.116,0.0489,0.0,0.591,191.9,88
It's Beginning to Look a Lot like Christmas,Michael Bublé,8,IE,2023-12-24,False,207199,0.331,0.223,-11.274,0.0338,0.88,5.92e-06,0.355,92.896,86
It's the Most Wonderful Time of the Year,Andy Williams,9,IE,2023-12-24,False,151000,0.234,0.526,-11.656,0.0411,0.871,2.34e-06,0.649,201.739,84
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,10,IE,2023-12-24,False,117146,0.451,0.24,-14.014,0.0351,0.912,2.45e-06,0.701,134.009,82
Sleigh Ride,The Ronettes,11,IE,2023-12-24,False,181266,0.529,0.772,-7.013,0.0287,0.403,2.21e-06,0.853,91.751,80
Do They Know It's Christmas? - 1984 Version,Band Aid,12,IE,2023-12-24,False,222533,0.598,0.643,-6.933,0.0364,0.164,3.35e-05,0.349,115.41,78
Underneath the Tree,Kelly Clarkson,13,IE,2023-12-24,False,229640,0.509,0.812,-5.439,0.0537,0.00128,1.99e-05,0.689,159.878,76
Snowman,Sia,14,IE,2023-12-24,False,165900,0.716,0.512,-6.257,0.0331,0.483,0.0,0.326,104.957,74
Driving Home for Christmas,Chris Rea,15,IE,2023-12-24,False,239946,0.603,0.705,-7.547,0.0328,0.556,0.000123,0.89,90.12,72
Feliz Navidad,José Feliciano,16,IE,2023-12-24,False,182066,0.513,0.831,-9.004,0.0383,0.55,0.0,0.963,148.837,70
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",17,IE,2023-12-24,False,214333,0.321,0.64,-10.023,0.0324,0.28,0.0,0.414,146.172,68
Merry Christmas Everyone,Shakin' Stevens,18,IE,2023-12-24,False,220160,0.534,0.904,-3.315,0.0369,0.129,0.0,0.96,202.899,66
Merry Christmas,"Ed Sheeran, Elton John",19,IE,2023-12-24,False,208546,0.594,0.935,-2.018,0.0357,0.243,2.36e-06,0.602,113.99,64
Holly Jolly Christmas,Michael Bublé,20,IE,2023-12-24,False,119786,0.647,0.465,-8.308,0.0428,0.865,0.0,0.699,151.251,62
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,21,IE,2023-12-24,False,227653,0.774,0.511,-8.914,0.0319,0.322,0.0,0.771,94.736,60
Christmas (Baby Please Come Home),Darlene Love,22,IE,2023-12-24,False,166453,0.325,0.759,-7.146,0.053,0.395,0.000362,0.36,126.627,58
The Christmas Song (Merry Christmas To You),Nat King Cole,23,IE,2023-12-24,False,190973,0.31,0.095,-17.828,0.0366,0.904,3.43e-05,0.188,72.76,56
Step Into Christmas - Remastered 1995,Elton John,24,IE,2023-12-24,False,272333,0.54,0.928,-6.252,0.0337,0.0887,1.11e-05,0.796,140.419,54
Mistletoe,Justin Bieber,25,IE,2023-12-24,False,182946,0.657,0.56,-9.049,0.0467,0.498,0.0,0.854,161.993,52
Prada,"cassö, RAYE, D-Block Europe",26,IE,2023-12-24,True,132359,0.638,0.717,-5.804,0.0375,0.001,1.79e-06,0.422,141.904,50
I Wish It Could Be Christmas Everyday,Wizzard,27,IE,2023-12-24,False,278946,0.383,0.914,-6.43,0.0515,0.00422,1.4e-05,0.528,139.955,48
Lovin On Me,Jack Harlow,28,IE,2023-12-24,True,138411,0.943,0.558,-4.911,0.0568,0.0026,2.19e-06,0.606,104.983,46
Christmas Lights,Coldplay,29,IE,2023-12-24,False,242495,0.315,0.418,-9.146,0.0299,0.131,0.000679,0.237,129.116,44
"Santa, Can’t You Hear Me","Kelly Clarkson, Ariana Grande",30,IE,2023-12-24,False,242644,0.495,0.896,-2.381,0.0331,0.005,0.0,0.462,146.04,42
A Holly Jolly Christmas,Burl Ives,31,IE,2023-12-24,False,135533,0.683,0.375,-13.056,0.0303,0.579,0.0,0.888,140.467,40
greedy,Tate McRae,32,IE,2023-12-24,True,131872,0.75,0.733,-3.18,0.0319,0.256,0.0,0.844,111.018,38
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),"Frank Sinatra, B. Swanson Quartet",33,IE,2023-12-24,False,155453,0.652,0.259,-13.336,0.0595,0.903,0.0,0.836,142.169,36
DJ Play A Christmas Song,Cher,34,IE,2023-12-24,False,209106,0.533,0.76,-7.256,0.121,0.157,0.0,0.466,133.916,34
Winter Wonderland - Spotify Singles Holiday,Laufey,35,IE,2023-12-24,False,132800,0.528,0.281,-9.784,0.037,0.839,0.0,0.514,127.617,32
White Christmas - 1947 Version,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",36,IE,2023-12-24,False,177480,0.317,0.158,-16.485,0.0381,0.673,0.353,0.247,130.503,30
Santa Claus Is Coming To Town,The Jackson 5,37,IE,2023-12-24,False,144013,0.692,0.762,-4.867,0.0342,0.424,1.27e-05,0.961,146.673,28
One More Sleep,Leona Lewis,38,IE,2023-12-24,False,239586,0.638,0.813,-3.849,0.0362,0.464,0.0,0.754,112.986,26
Blue Christmas,Elvis Presley,39,IE,2023-12-24,False,129173,0.465,0.27,-16.661,0.0425,0.9,0.00104,0.58,94.518,24
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",40,IE,2023-12-24,False,155933,0.724,0.276,-12.25,0.0599,0.76,0.0,0.718,112.874,22
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,41,IE,2023-12-24,False,267600,0.357,0.668,-8.444,0.0479,0.362,1.37e-06,0.407,139.986,20
Merry Xmas Everybody,Slade,42,IE,2023-12-24,False,223720,0.402,0.755,-5.46,0.039,0.112,0.0,0.43,130.254,18
