name,artists,daily_rank,country,snapshot_date,is_explicit,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,popularity
Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",1,US,2024-04-20,False,228965,0.675,0.397,-10.895,0.0245,0.499,5.85e-06,0.319,95.988,100
The Tortured Poets Department,Taylor Swift,2,US,2024-04-20,True,293048,0.595,0.421,-8.377,0.0261,0.0518,1.56e-06,0.261,110.305,98
Down Bad,Taylor Swift,3,US,2024-04-20,True,261228,0.546,0.36,-10.383,0.0774,0.554,0.0,0.181,159.755,96
"So Long, London",Taylor Swift,4,US,2024-04-20,False,262974,0.488,0.545,-11.388,0.317,0.73,0.0046,0.301,160.096,94
My Boy Only Breaks His Favorite Toys,Taylor Swift,5,US,2024-04-20,False,203801,0.593,0.582,-7.392,0.0285,0.165,0.0,0.436,97.079,92
But Daddy I Love Him,Taylor Swift,6,US,2024-04-20,True,340428,0.414,0.716,-7.639,0.134,0.388,0.0,0.448,79.274,90
Florida!!! (feat. Florence + The Machine),"Taylor Swift, Florence + The Machine",7,US,2024-04-20,True,215463,0.524,0.568,-7.096,0.143,0.204,0.0,0.42,150.044,88
I Can Do It With a Broken Heart,Taylor Swift,8,US,2024-04-20,True,218004,0.7,0.763,-8.29,0.0513,0.147,0.0,0.226,130.018,86
Who’s Afraid of Little Old Me?,Taylor Swift,9,US,2024-04-20,False,334084,0.592,0.37,-10.488,0.0495,0.307,0.0,0.249,119.87,84
Fresh Out The Slammer,Taylor Swift,10,US,2024-04-20,False,210789,0.303,0.489,-9.357,0.0443,0.621,0.0,0.325,77.403,82
Guilty as Sin?,Taylor Swift,11,US,2024-04-20,False,254365,0.625,0.421,-8.297,0.0265,0.614,0.0,0.435,94.977,80
loml,Taylor Swift,12,US,2024-04-20,True,277156,0.613,0.262,-12.547,0.0385,0.866,0.0,0.197,97.92,78
The Alchemy,Taylor Swift,13,US,2024-04-20,False,196900,0.639,0.439,-8.656,0.0288,0.437,0.0,0.376,100.083,76
I Can Fix Him (No Really I Can),Taylor Swift,14,US,2024-04-20,False,156297,0.658,0.255,-13.969,0.0471,0.761,0.0,0.328,106.935,74
The Smallest Man Who Ever Lived,Taylor Swift,15,US,2024-04-20,True,245541,0.476,0.411,-9.004,0.0639,0.524,0.0,0.297,142.252,72
Clara Bow,Taylor Swift,16,US,2024-04-20,False,216662,0.675,0.328,-10.987,0.0264,0.644,0.00149,0.249,104.021,70
thanK you aIMee,Taylor Swift,17,US,2024-04-20,True,263817,0.619,0.533,-7.994,0.0337,0.613,0.0,0.287,95.956,68
The Black Dog,Taylor Swift,18,US,2024-04-20,True,238857,0.533,0.292,-10.63,0.0378,0.675,0.0,0.205,154.128,66
imgonnagetyouback,Taylor Swift,19,US,2024-04-20,False,222072,0.785,0.4,-9.401,0.0642,0.639,0.0,0.143,110.025,64
So High School,Taylor Swift,20,US,2024-04-20,False,228800,0.362,0.861,-4.558,0.0486,0.0333,2.15e-06,0.348,176.185,62
The Albatross,Taylor Swift,21,US,2024-04-20,False,183878,0.479,0.48,-8.889,0.0426,0.68,0.0,0.308,171.962,60
Chloe or Sam or Sophia or Marcus,Taylor Swift,22,US,2024-04-20,False,213281,0.459,0.454,-8.487,0.05,0.784,0.0,0.265,70.391,58
How Did It End?,Taylor Swift,23,US,2024-04-20,False,238706,0.434,0.387,-8.88,0.0273,0.808,0.0011,0.245,83.68,56
I Hate It Here,Taylor Swift,24,US,2024-04-20,False,243875,0.378,0.564,-7.107,0.0355,0.763,0.0,0.267,104.977,54
Too Sweet,Hozier,25,US,2024-04-20,False,251424,0.741,0.62,-5.505,0.0412,0.0295,0.000809,0.934,117.038,52
I Look in People's Windows,Taylor Swift,26,US,2024-04-20,False,131907,0.762,0.268,-11.429,0.0648,0.692,0.0,0.382,90.835,50
The Prophecy,Taylor Swift,27,US,2024-04-20,False,249807,0.434,0.52,-10.279,0.0486,0.828,1.6e-06,0.499,168.177,48
Cassandra,Taylor Swift,28,US,2024-04-20,True,240205,0.582,0.599,-9.811,0.0652,0.82,0.0,0.518,140.015,46
Peter,Taylor Swift,29,US,2024-04-20,False,283957,0.348,0.394,-8.258,0.0412,0.767,0.0,0.264,178.199,44
The Bolter,Taylor Swift,30,US,2024-04-20,True,238241,0.447,0.588,-7.95,0.0557,0.6,0.0,0.569,183.669,42
Like That,"Future, Metro Boomin, Kendrick Lamar",31,US,2024-04-20,True,267706,0.814,0.676,-4.67,0.231,0.00709,1.28e-05,0.312,162.012,40
The Manuscript,Taylor Swift,32,US,2024-04-20,False,224743,0.493,0.259,-11.743,0.0275,0.897,3.55e-06,0.437,94.682,38
Espresso,Sabrina Carpenter,33,US,2024-04-20,True,175459,0.701,0.771,-5.486,0.0293,0.133,1.17e-05,0.661,103.982,36
Robin,Taylor Swift,34,US,2024-04-20,False,240893,0.462,0.381,-10.548,0.0295,0.775,0.000516,0.149,138.194,34
PUSH UPS,Staredd,35,US,2024-04-20,True,233472,0.663,0.624,-6.593,0.137,0.0182,0.0,0.205,121.17,32
i like the way you kiss me,Artemas,36,US,2024-04-20,False,142514,0.599,0.946,-4.263,0.0447,0.000938,0.0106,0.747,151.647,30
"Good Luck, Babe!",Chappell Roan,37,US,2024-04-20,False,218423,0.698,0.577,-5.858,0.0356,0.0495,0.0,0.799,116.719,28
Beautiful Things,Benson Boone,38,US,2024-04-20,False,180304,0.472,0.471,-5.692,0.0603,0.151,0.0,0.219,105.029,26
Stick Season,Noah Kahan,39,US,2024-04-20,False,182346,0.662,0.488,-6.894,0.0682,0.782,0.0,0.817,117.913,24
we can't be friends (wait for your love),Ariana Grande,40,US,2024-04-20,False,228639,0.645,0.663,-8.305,0.0447,0.0657,3.18e-05,0.287,115.83,22
CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",41,US,2024-04-20,True,264324,0.594,0.811,-5.746,0.159,0.189,0.0,0.311,148.144,20
Gata Only,"FloyyMenor, Cris Mj",42,US,2024-04-20,True,222000,0.791,0.499,-8.472,0.0509,0.446,2.41e-05,0.669,99.986,18
Whatever She Wants,Bryson Tiller,43,US,2024-04-20,True,161342,0.82,0.487,-7.358,0.0959,0.102,0.0,0.431,96.028,16
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",44,US,2024-04-20,True,228266,0.64,0.552,-5.679,0.129,0.0215,0.0,0.112,144.941,14
Saturn,SZA,45,US,2024-04-20,False,186191,0.411,0.619,-6.834,0.0368,0.62,0.0,0.337,177.937,12
End of Beginning,Djo,46,US,2024-04-20,False,159245,0.689,0.454,-7.643,0.0584,0.0351,0.00259,0.912,159.982,10
Cruel Summer,Taylor Swift,47,US,2024-04-20,False,178426,0.552,0.702,-5.707,0.157,0.117,2.06e-05,0.564,169.994,8
A Bar Song (Tipsy),Shaboozey,48,US,2024-04-20,True,171291,0.741,0.719,-5.192,0.0302,0.113,0.0,0.657,81.018,6
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",49,US,2024-04-20,False,227195,0.429,0.453,-7.746,0.0459,0.554,2e-06,0.155,77.639,4
Tell Ur Girlfriend,Lay Bankz,50,US,2024-04-20,True,124444,0.866,0.741,-4.66,0.245,0.0933,0.0,0.614,135.07,2
Too Sweet,Hozier,1,US,2024-04-19,False,251424,0.741,0.62,-5.505,0.0412,0.0295,0.000809,0.934,117.038,100
Like That,"Future, Metro Boomin, Kendrick Lamar",2,US,2024-04-19,True,267706,0.814,0.676,-4.67,0.231,0.00709,1.28e-05,0.312,162.012,98
Espresso,Sabrina Carpenter,3,US,2024-04-19,True,175459,0.701,0.771,-5.486,0.0293,0.133,1.17e-05,0.661,103.982,96
i like the way you kiss me,Artemas,4,US,2024-04-19,False,142514,0.599,0.946,-4.263,0.0447,0.000938,0.0106,0.747,151.647,94
"Good Luck, Babe!",Chappell Roan,5,US,2024-04-19,False,218423,0.698,0.577,-5.858,0.0356,0.0495,0.0,0.799,116.719,92
Beautiful Things,Benson Boone,6,US,2024-04-19,False,180304,0.472,0.471,-5.692,0.0603,0.151,0.0,0.219,105.029,90
we can't be friends (wait for your love),Ariana Grande,7,US,2024-04-19,False,228639,0.645,0.663,-8.305,0.0447,0.0657,3.18e-05,0.287,115.83,88
End of Beginning,Djo,8,US,2024-04-19,False,159245,0.689,0.454,-7.643,0.0584,0.0351,0.00259,0.912,159.982,86
Stick Season,Noah Kahan,9,US,2024-04-19,False,182346,0.662,0.488,-6.894,0.0682,0.782,0.0,0.817,117.913,84
CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",10,US,2024-04-19,True,264324,0.594,0.811,-5.746,0.159,0.189,0.0,0.311,148.144,82
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",11,US,2024-04-19,True,228266,0.64,0.552,-5.679,0.129,0.0215,0.0,0.112,144.941,80
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",12,US,2024-04-19,False,227195,0.429,0.453,-7.746,0.0459,0.554,2e-06,0.155,77.639,78
Gata Only,"FloyyMenor, Cris Mj",13,US,2024-04-19,True,222000,0.791,0.499,-8.472,0.0509,0.446,2.41e-05,0.669,99.986,76
Saturn,SZA,14,US,2024-04-19,False,186191,0.411,0.619,-6.834,0.0368,0.62,0.0,0.337,177.937,74
Whatever She Wants,Bryson Tiller,15,US,2024-04-19,True,161342,0.82,0.487,-7.358,0.0959,0.102,0.0,0.431,96.028,72
Tell Ur Girlfriend,Lay Bankz,16,US,2024-04-19,True,124444,0.866,0.741,-4.66,0.245,0.0933,0.0,0.614,135.07,70
Lose Control,Teddy Swims,17,US,2024-04-19,False,210688,0.561,0.604,-4.409,0.0337,0.199,1.9e-05,0.242,159.92,68
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",18,US,2024-04-19,True,191700,0.569,0.882,-2.777,0.06,0.0316,0.0,0.201,148.038,66
Cruel Summer,Taylor Swift,19,US,2024-04-19,False,178426,0.552,0.702,-5.707,0.157,0.117,2.06e-05,0.564,169.994,64
greedy,Tate McRae,20,US,2024-04-19,True,131872,0.75,0.733,-3.18,0.0319,0.256,0.0,0.844,111.018,62
redrum,21 Savage,21,US,2024-04-19,True,270697,0.624,0.74,-8.445,0.0481,0.00529,0.000224,0.246,172.089,60
A Bar Song (Tipsy),Shaboozey,22,US,2024-04-19,True,171291,0.741,0.719,-5.192,0.0302,0.113,0.0,0.657,81.018,58
Last Night,Morgan Wallen,23,US,2024-04-19,True,163854,0.492,0.675,-5.456,0.0389,0.467,0.0,0.478,203.759,56
Austin,Dasha,24,US,2024-04-19,True,171782,0.756,0.672,-6.743,0.0522,0.464,3.37e-06,0.739,114.935,54
Wanna Be (with Megan Thee Stallion),"GloRilla, Megan Thee Stallion",25,US,2024-04-19,True,156444,0.918,0.616,-5.202,0.355,0.0222,0.0,0.37,135.054,52
Scared To Start,Michael Marcagi,26,US,2024-04-19,False,159636,0.527,0.551,-11.258,0.0345,0.384,2.75e-06,0.443,148.035,50
Something in the Orange,Zach Bryan,27,US,2024-04-19,False,228013,0.369,0.192,-12.151,0.04,0.555,8.35e-06,0.148,175.212,48
We Still Don't Trust You,"Future, Metro Boomin, The Weeknd",28,US,2024-04-19,True,252920,0.714,0.581,-6.0,0.0265,0.0614,0.0411,0.421,109.998,46
Get It Sexyy,Sexyy Red,29,US,2024-04-19,True,148551,0.806,0.737,-4.709,0.287,0.0983,0.0,0.536,145.031,44
Slow It Down,Benson Boone,30,US,2024-04-19,False,161831,0.432,0.583,-4.682,0.0687,0.174,0.0,0.544,181.489,42
ONE CALL,Rich Amiri,31,US,2024-04-19,True,121399,0.65,0.539,-7.281,0.0561,0.00617,2.67e-05,0.253,158.105,40
Mmhmm,BigXthaPlug,32,US,2024-04-19,True,119015,0.93,0.682,-8.799,0.331,0.028,0.0,0.962,126.003,38
obsessed,Olivia Rodrigo,33,US,2024-04-19,True,170541,0.683,0.587,-5.094,0.0915,0.0219,0.0,0.697,119.985,36
Cinderella,"Future, Metro Boomin, Travis Scott",34,US,2024-04-19,True,169840,0.876,0.412,-7.74,0.0748,0.431,0.0,0.15,130.052,34
Thinkin’ Bout Me,Morgan Wallen,35,US,2024-04-19,False,177387,0.656,0.757,-5.775,0.0308,0.492,0.0,0.429,139.971,32
Feel It - From The Original Series “Invincible”,d4vd,36,US,2024-04-19,False,157974,0.622,0.597,-5.78,0.0689,0.0357,0.0,0.492,120.433,30
Where the Wild Things Are,Luke Combs,37,US,2024-04-19,False,239533,0.708,0.731,-4.872,0.0345,0.0189,4.47e-06,0.379,116.975,28
My Love Mine All Mine,Mitski,38,US,2024-04-19,False,137773,0.504,0.308,-14.958,0.0321,0.868,0.135,0.121,113.95,26
TEXAS HOLD 'EM,Beyoncé,39,US,2024-04-19,True,233456,0.727,0.711,-6.549,0.078,0.582,0.0,0.375,110.012,24
Red Wine Supernova,Chappell Roan,40,US,2024-04-19,True,192720,0.659,0.825,-4.37,0.043,0.0163,0.0,0.69,124.049,22
Lovin On Me,Jack Harlow,41,US,2024-04-19,True,138411,0.943,0.558,-4.911,0.0568,0.0026,2.19e-06,0.606,104.983,20
Feather,Sabrina Carpenter,42,US,2024-04-19,True,185552,0.787,0.686,-4.37,0.0339,0.0893,0.0,0.836,123.51,18
Evergreen,Richy Mitch & The Coal Miners,43,US,2024-04-19,False,87000,0.555,0.216,-11.661,0.0721,0.557,0.00416,0.504,79.109,16
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",44,US,2024-04-19,False,244684,0.522,0.641,-6.287,0.0318,0.0545,0.0,0.202,87.51,14
You Proof,Morgan Wallen,45,US,2024-04-19,False,157477,0.732,0.839,-5.007,0.0345,0.265,0.0,0.629,119.724,12
Snooze,SZA,46,US,2024-04-19,True,201800,0.559,0.551,-7.231,0.132,0.141,0.0,0.392,143.008,10
Pink + White,Frank Ocean,47,US,2024-04-19,False,184516,0.545,0.545,-7.362,0.107,0.667,5.48e-05,0.549,159.94,8
Magnetic,ILLIT,48,US,2024-04-19,False,160688,0.797,0.668,-5.819,0.0687,0.257,0.0,0.69,131.067,6
Wasted On You,Morgan Wallen,49,US,2024-04-19,False,178520,0.505,0.657,-5.24,0.0318,0.373,0.00107,0.252,196.0,4
500lbs,Lil Tecca,50,US,2024-04-19,True,144390,0.722,0.785,-5.451,0.0763,0.0942,0.0,0.529,122.986,2
Too Sweet,Hozier,1,US,2024-04-18,False,251424,0.741,0.62,-5.505,0.0412,0.0295,0.000809,0.934,117.038,100
Like That,"Future, Metro Boomin, Kendrick Lamar",2,US,2024-04-18,True,267706,0.814,0.676,-4.67,0.231,0.00709,1.28e-05,0.312,162.012,98
Espresso,Sabrina Carpenter,3,US,2024-04-18,True,175459,0.701,0.771,-5.486,0.0293,0.133,1.17e-05,0.661,103.982,96
i like the way you kiss me,Artemas,4,US,2024-04-18,False,142514,0.599,0.946,-4.263,0.0447,0.000938,0.0106,0.747,151.647,94
Beautiful Things,Benson Boone,5,US,2024-04-18,False,180304,0.472,0.471,-5.692,0.0603,0.151,0.0,0.219,105.029,92
"Good Luck, Babe!",Chappell Roan,6,US,2024-04-18,False,218423,0.698,0.577,-5.858,0.0356,0.0495,0.0,0.799,116.719,90
End of Beginning,Djo,7,US,2024-04-18,False,159245,0.689,0.454,-7.643,0.0584,0.0351,0.00259,0.912,159.982,88
we can't be friends (wait for your love),Ariana Grande,8,US,2024-04-18,False,228639,0.645,0.663,-8.305,0.0447,0.0657,3.18e-05,0.287,115.83,86
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",9,US,2024-04-18,True,228266,0.64,0.552,-5.679,0.129,0.0215,0.0,0.112,144.941,84
CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",10,US,2024-04-18,True,264324,0.594,0.811,-5.746,0.159,0.189,0.0,0.311,148.144,82
Stick Season,Noah Kahan,11,US,2024-04-18,False,182346,0.662,0.488,-6.894,0.0682,0.782,0.0,0.817,117.913,80
Saturn,SZA,12,US,2024-04-18,False,186191,0.411,0.619,-6.834,0.0368,0.62,0.0,0.337,177.937,78
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",13,US,2024-04-18,False,227195,0.429,0.453,-7.746,0.0459,0.554,2e-06,0.155,77.639,76
Gata Only,"FloyyMenor, Cris Mj",14,US,2024-04-18,True,222000,0.791,0.499,-8.472,0.0509,0.446,2.41e-05,0.669,99.986,74
Whatever She Wants,Bryson Tiller,15,US,2024-04-18,True,161342,0.82,0.487,-7.358,0.0959,0.102,0.0,0.431,96.028,72
Lose Control,Teddy Swims,16,US,2024-04-18,False,210688,0.561,0.604,-4.409,0.0337,0.199,1.9e-05,0.242,159.92,70
Tell Ur Girlfriend,Lay Bankz,17,US,2024-04-18,True,124444,0.866,0.741,-4.66,0.245,0.0933,0.0,0.614,135.07,68
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",18,US,2024-04-18,True,191700,0.569,0.882,-2.777,0.06,0.0316,0.0,0.201,148.038,66
redrum,21 Savage,19,US,2024-04-18,True,270697,0.624,0.74,-8.445,0.0481,0.00529,0.000224,0.246,172.089,64
greedy,Tate McRae,20,US,2024-04-18,True,131872,0.75,0.733,-3.18,0.0319,0.256,0.0,0.844,111.018,62
Austin,Dasha,21,US,2024-04-18,True,171782,0.756,0.672,-6.743,0.0522,0.464,3.37e-06,0.739,114.935,60
Scared To Start,Michael Marcagi,22,US,2024-04-18,False,159636,0.527,0.551,-11.258,0.0345,0.384,2.75e-06,0.443,148.035,58
Cruel Summer,Taylor Swift,23,US,2024-04-18,False,178426,0.552,0.702,-5.707,0.157,0.117,2.06e-05,0.564,169.994,56
Last Night,Morgan Wallen,24,US,2024-04-18,True,163854,0.492,0.675,-5.456,0.0389,0.467,0.0,0.478,203.759,54
We Still Don't Trust You,"Future, Metro Boomin, The Weeknd",25,US,2024-04-18,True,252920,0.714,0.581,-6.0,0.0265,0.0614,0.0411,0.421,109.998,52
Cinderella,"Future, Metro Boomin, Travis Scott",26,US,2024-04-18,True,169840,0.876,0.412,-7.74,0.0748,0.431,0.0,0.15,130.052,50
Wanna Be (with Megan Thee Stallion),"GloRilla, Megan Thee Stallion",27,US,2024-04-18,True,156444,0.918,0.616,-5.202,0.355,0.0222,0.0,0.37,135.054,48
Something in the Orange,Zach Bryan,28,US,2024-04-18,False,228013,0.369,0.192,-12.151,0.04,0.555,8.35e-06,0.148,175.212,46
Get It Sexyy,Sexyy Red,29,US,2024-04-18,True,148551,0.806,0.737,-4.709,0.287,0.0983,0.0,0.536,145.031,44
A Bar Song (Tipsy),Shaboozey,30,US,2024-04-18,True,171291,0.741,0.719,-5.192,0.0302,0.113,0.0,0.657,81.018,42
Slow It Down,Benson Boone,31,US,2024-04-18,False,161831,0.432,0.583,-4.682,0.0687,0.174,0.0,0.544,181.489,40
Feel It - From The Original Series “Invincible”,d4vd,32,US,2024-04-18,False,157974,0.622,0.597,-5.78,0.0689,0.0357,0.0,0.492,120.433,38
My Love Mine All Mine,Mitski,33,US,2024-04-18,False,137773,0.504,0.308,-14.958,0.0321,0.868,0.135,0.121,113.95,36
ONE CALL,Rich Amiri,34,US,2024-04-18,True,121399,0.65,0.539,-7.281,0.0561,0.00617,2.67e-05,0.253,158.105,34
obsessed,Olivia Rodrigo,35,US,2024-04-18,True,170541,0.683,0.587,-5.094,0.0915,0.0219,0.0,0.697,119.985,32
Mmhmm,BigXthaPlug,36,US,2024-04-18,True,119015,0.93,0.682,-8.799,0.331,0.028,0.0,0.962,126.003,30
TEXAS HOLD 'EM,Beyoncé,37,US,2024-04-18,True,233456,0.727,0.711,-6.549,0.078,0.582,0.0,0.375,110.012,28
Thinkin’ Bout Me,Morgan Wallen,38,US,2024-04-18,False,177387,0.656,0.757,-5.775,0.0308,0.492,0.0,0.429,139.971,26
Where the Wild Things Are,Luke Combs,39,US,2024-04-18,False,239533,0.708,0.731,-4.872,0.0345,0.0189,4.47e-06,0.379,116.975,24
Evergreen,Richy Mitch & The Coal Miners,40,US,2024-04-18,False,87000,0.555,0.216,-11.661,0.0721,0.557,0.00416,0.504,79.109,22
Red Wine Supernova,Chappell Roan,41,US,2024-04-18,True,192720,0.659,0.825,-4.37,0.043,0.0163,0.0,0.69,124.049,20
Feather,Sabrina Carpenter,42,US,2024-04-18,True,185552,0.787,0.686,-4.37,0.0339,0.0893,0.0,0.836,123.51,18
Lovin On Me,Jack Harlow,43,US,2024-04-18,True,138411,0.943,0.558,-4.911,0.0568,0.0026,2.19e-06,0.606,104.983,16
Magnetic,ILLIT,44,US,2024-04-18,False,160688,0.797,0.668,-5.819,0.0687,0.257,0.0,0.69,131.067,14
You Proof,Morgan Wallen,45,US,2024-04-18,False,157477,0.732,0.839,-5.007,0.0345,0.265,0.0,0.629,119.724,12
Pink + White,Frank Ocean,46,US,2024-04-18,False,184516,0.545,0.545,-7.362,0.107,0.667,5.48e-05,0.549,159.94,10
if u think i'm pretty,Artemas,47,US,2024-04-18,True,128205,0.535,0.622,-5.771,0.0593,0.541,0.0209,0.457,143.533,8
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",48,US,2024-04-18,False,244684,0.522,0.641,-6.287,0.0318,0.0545,0.0,0.202,87.51,6
Snooze,SZA,49,US,2024-04-18,True,201800,0.559,0.551,-7.231,0.132,0.141,0.0,0.392,143.008,4
Heading South,Zach Bryan,50,US,2024-04-18,True,171692,0.68,0.246,-14.112,0.058,0.783,0.0,0.388,110.23,2
Too Sweet,Hozier,1,US,2024-04-17,False,251424,0.741,0.62,-5.505,0.0412,0.0295,0.000809,0.934,117.038,100
Like That,"Future, Metro Boomin, Kendrick Lamar",2,US,2024-04-17,True,267706,0.814,0.676,-4.67,0.231,0.00709,1.28e-05,0.312,162.012,98
i like the way you kiss me,Artemas,3,US,2024-04-17,False,142514,0.599,0.946,-4.263,0.0447,0.000938,0.0106,0.747,151.647,96
Espresso,Sabrina Carpenter,4,US,2024-04-17,True,175459,0.701,0.771,-5.486,0.0293,0.133,1.17e-05,0.661,103.982,94
End of Beginning,Djo,5,US,2024-04-17,False,159245,0.689,0.454,-7.643,0.0584,0.0351,0.00259,0.912,159.982,92
Beautiful Things,Benson Boone,6,US,2024-04-17,False,180304,0.472,0.471,-5.692,0.0603,0.151,0.0,0.219,105.029,90
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",7,US,2024-04-17,True,228266,0.64,0.552,-5.679,0.129,0.0215,0.0,0.112,144.941,88
CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",8,US,2024-04-17,True,264324,0.594,0.811,-5.746,0.159,0.189,0.0,0.311,148.144,86
we can't be friends (wait for your love),Ariana Grande,9,US,2024-04-17,False,228639,0.645,0.663,-8.305,0.0447,0.0657,3.18e-05,0.287,115.83,84
Stick Season,Noah Kahan,10,US,2024-04-17,False,182346,0.662,0.488,-6.894,0.0682,0.782,0.0,0.817,117.913,82
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",11,US,2024-04-17,False,227195,0.429,0.453,-7.746,0.0459,0.554,2e-06,0.155,77.639,80
"Good Luck, Babe!",Chappell Roan,12,US,2024-04-17,False,218423,0.698,0.577,-5.858,0.0356,0.0495,0.0,0.799,116.719,78
Saturn,SZA,13,US,2024-04-17,False,186191,0.411,0.619,-6.834,0.0368,0.62,0.0,0.337,177.937,76
Gata Only,"FloyyMenor, Cris Mj",14,US,2024-04-17,True,222000,0.791,0.499,-8.472,0.0509,0.446,2.41e-05,0.669,99.986,74
Lose Control,Teddy Swims,15,US,2024-04-17,False,210688,0.561,0.604,-4.409,0.0337,0.199,1.9e-05,0.242,159.92,72
Tell Ur Girlfriend,Lay Bankz,16,US,2024-04-17,True,124444,0.866,0.741,-4.66,0.245,0.0933,0.0,0.614,135.07,70
Whatever She Wants,Bryson Tiller,17,US,2024-04-17,True,161342,0.82,0.487,-7.358,0.0959,0.102,0.0,0.431,96.028,68
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",18,US,2024-04-17,True,191700,0.569,0.882,-2.777,0.06,0.0316,0.0,0.201,148.038,66
greedy,Tate McRae,19,US,2024-04-17,True,131872,0.75,0.733,-3.18,0.0319,0.256,0.0,0.844,111.018,64
redrum,21 Savage,20,US,2024-04-17,True,270697,0.624,0.74,-8.445,0.0481,0.00529,0.000224,0.246,172.089,62
Austin,Dasha,21,US,2024-04-17,True,171782,0.756,0.672,-6.743,0.0522,0.464,3.37e-06,0.739,114.935,60
Scared To Start,Michael Marcagi,22,US,2024-04-17,False,159636,0.527,0.551,-11.258,0.0345,0.384,2.75e-06,0.443,148.035,58
Cruel Summer,Taylor Swift,23,US,2024-04-17,False,178426,0.552,0.702,-5.707,0.157,0.117,2.06e-05,0.564,169.994,56
Cinderella,"Future, Metro Boomin, Travis Scott",24,US,2024-04-17,True,169840,0.876,0.412,-7.74,0.0748,0.431,0.0,0.15,130.052,54
Last Night,Morgan Wallen,25,US,2024-04-17,True,163854,0.492,0.675,-5.456,0.0389,0.467,0.0,0.478,203.759,52
Something in the Orange,Zach Bryan,26,US,2024-04-17,False,228013,0.369,0.192,-12.151,0.04,0.555,8.35e-06,0.148,175.212,50
Wanna Be (with Megan Thee Stallion),"GloRilla, Megan Thee Stallion",27,US,2024-04-17,True,156444,0.918,0.616,-5.202,0.355,0.0222,0.0,0.37,135.054,48
My Love Mine All Mine,Mitski,28,US,2024-04-17,False,137773,0.504,0.308,-14.958,0.0321,0.868,0.135,0.121,113.95,46
We Still Don't Trust You,"Future, Metro Boomin, The Weeknd",29,US,2024-04-17,True,252920,0.714,0.581,-6.0,0.0265,0.0614,0.0411,0.421,109.998,44
Slow It Down,Benson Boone,30,US,2024-04-17,False,161831,0.432,0.583,-4.682,0.0687,0.174,0.0,0.544,181.489,42
ONE CALL,Rich Amiri,31,US,2024-04-17,True,121399,0.65,0.539,-7.281,0.0561,0.00617,2.67e-05,0.253,158.105,40
Feel It - From The Original Series “Invincible”,d4vd,32,US,2024-04-17,False,157974,0.622,0.597,-5.78,0.0689,0.0357,0.0,0.492,120.433,38
TEXAS HOLD 'EM,Beyoncé,33,US,2024-04-17,True,233456,0.727,0.711,-6.549,0.078,0.582,0.0,0.375,110.012,36
Get It Sexyy,Sexyy Red,34,US,2024-04-17,True,148551,0.806,0.737,-4.709,0.287,0.0983,0.0,0.536,145.031,34
obsessed,Olivia Rodrigo,35,US,2024-04-17,True,170541,0.683,0.587,-5.094,0.0915,0.0219,0.0,0.697,119.985,32
Feather,Sabrina Carpenter,36,US,2024-04-17,True,185552,0.787,0.686,-4.37,0.0339,0.0893,0.0,0.836,123.51,30
Where the Wild Things Are,Luke Combs,37,US,2024-04-17,False,239533,0.708,0.731,-4.872,0.0345,0.0189,4.47e-06,0.379,116.975,28
A Bar Song (Tipsy),Shaboozey,38,US,2024-04-17,True,171291,0.741,0.719,-5.192,0.0302,0.113,0.0,0.657,81.018,26
Mmhmm,BigXthaPlug,39,US,2024-04-17,True,119015,0.93,0.682,-8.799,0.331,0.028,0.0,0.962,126.003,24
Evergreen,Richy Mitch & The Coal Miners,40,US,2024-04-17,False,87000,0.555,0.216,-11.661,0.0721,0.557,0.00416,0.504,79.109,22
Thinkin’ Bout Me,Morgan Wallen,41,US,2024-04-17,False,177387,0.656,0.757,-5.775,0.0308,0.492,0.0,0.429,139.971,20
Lovin On Me,Jack Harlow,42,US,2024-04-17,True,138411,0.943,0.558,-4.911,0.0568,0.0026,2.19e-06,0.606,104.983,18
